transaction_id,payment_id,ledger_id,settlement_id,expected_status
txn_00450,pay_00450,ledger_00450,set_00450,AMOUNT_MISMATCH
txn_00451,pay_00451,ledger_00451,set_00451,MATCH
txn_00452,pay_00452,ledger_00452,set_00452,MATCH
txn_00453,pay_00453,ledger_00453,set_00453,DUPLICATE_LEDGER
txn_00454,pay_00454,ledger_00454,set_00454,MATCH
txn_00455,pay_00455,ledger_00455,set_00455,MATCH
txn_00456,pay_00456,ledger_00456,set_00456,MATCH
txn_00457,pay_00457,ledger_00457,set_00457,AMOUNT_MISMATCH
txn_00458,pay_00458,ledger_00458,set_00458,MATCH
txn_00459,pay_00459,,set_00459,MISSING_LEDGER
txn_00460,pay_00460,ledger_00460,set_00460,TIMESTAMP_DRIFT
txn_00461,pay_00461,ledger_00461,set_00461,MATCH
txn_00462,pay_00462,ledger_00462,set_00462,MATCH
txn_00463,pay_00463,ledger_00463,set_00463,MATCH
txn_00464,pay_00464,ledger_00464,set_00464,MATCH
txn_00465,pay_00465,ledger_00465,set_00465,MATCH
txn_00466,pay_00466,ledger_00466,set_00466,MATCH
txn_00467,pay_00467,ledger_00467,set_00467,MATCH
txn_00468,pay_00468,ledger_00468,set_00468,AMOUNT_MISMATCH
txn_00469,pay_00469,ledger_00469,set_00469,MATCH
txn_00470,pay_00470,ledger_00470,set_00470,MATCH
txn_00471,pay_00471,ledger_00471,set_00471,SETTLEMENT_MISMATCH
txn_00472,pay_00472,ledger_00472,set_00472,MATCH
txn_00473,pay_00473,ledger_00473,set_00473,MATCH
txn_00474,pay_00474,ledger_00474,set_00474,MATCH
txn_00475,pay_00475,ledger_00475,set_00475,MATCH
txn_00476,pay_00476,ledger_00476,set_00476,AMOUNT_MISMATCH
txn_00477,pay_00477,,set_00477,MISSING_LEDGER
txn_00478,pay_00478,,set_00478,MISSING_LEDGER
txn_00479,pay_00479,,set_00479,MISSING_LEDGER
txn_00480,pay_00480,,set_00480,MISSING_LEDGER
txn_00481,pay_00481,ledger_00481,set_00481,MATCH
txn_00482,pay_00482,ledger_00482,set_00482,MATCH
txn_00483,pay_00483,ledger_00483,set_00483,TIMESTAMP_DRIFT
txn_00484,pay_00484,ledger_00484,set_00484,MATCH
txn_00485,pay_00485,ledger_00485,set_00485,MATCH
txn_00486,pay_00486,ledger_00486,set_00486,MATCH
txn_00487,pay_00487,ledger_00487,set_00487,MATCH
txn_00488,pay_00488,ledger_00488,set_00488,UNRESOLVED
txn_00489,,ledger_00489,set_00489,MISSING_PAYMENT
txn_00490,pay_00490,ledger_00490,set_00490,MATCH
txn_00491,pay_00491,ledger_00491,set_00491,AMOUNT_MISMATCH
txn_00492,pay_00492,ledger_00492,set_00492,MATCH
txn_00493,pay_00493,ledger_00493,set_00493,MATCH
txn_00494,pay_00494,ledger_00494,set_00494,MATCH
txn_00495,pay_00495,ledger_00495,set_00495,MATCH
txn_00496,pay_00496,ledger_00496,set_00496,MATCH
txn_00497,pay_00497,ledger_00497,set_00497,MATCH
txn_00498,pay_00498,ledger_00498,set_00498,MATCH
txn_00499,pay_00499,ledger_00499,set_00499,MATCH
txn_00500,pay_00500,ledger_00500,set_00500,MATCH
txn_00501,pay_00501,ledger_00501,set_00501,TIMESTAMP_DRIFT
txn_00502,pay_00502,ledger_00502,set_00502,AMOUNT_MISMATCH
txn_00503,pay_00503,ledger_00503,set_00503,MATCH
txn_00504,pay_00504,ledger_00504,set_00504,MATCH
txn_00505,pay_00505,ledger_00505,set_00505,MATCH
txn_00506,pay_00506,ledger_00506,set_00506,MATCH
txn_00507,pay_00507,ledger_00507,set_00507,AMOUNT_MISMATCH
txn_00508,pay_00508,ledger_00508,set_00508,MATCH
txn_00509,pay_00509,ledger_00509,set_00509,MATCH
txn_00510,pay_00510,ledger_00510,set_00510,MATCH
txn_00511,pay_00511,,set_00511,MISSING_LEDGER
txn_00512,pay_00512,ledger_00512,set_00512,MATCH
txn_00513,pay_00513,ledger_00513,set_00513,MATCH
txn_00514,pay_00514,ledger_00514,set_00514,MATCH
txn_00515,pay_00515,ledger_00515,set_00515,MATCH
txn_00516,pay_00516,ledger_00516,set_00516,MATCH
txn_00517,pay_00517,ledger_00517,set_00517,MATCH
txn_00518,pay_00518,ledger_00518,set_00518,MATCH
txn_00519,pay_00519,ledger_00519,set_00519,MATCH
txn_00520,pay_00520,ledger_00520,set_00520,MATCH
txn_00521,,ledger_00521,set_00521,MISSING_PAYMENT
txn_00522,pay_00522,,set_00522,MISSING_LEDGER
txn_00523,pay_00523,ledger_00523,set_00523,REFERENCE_CORRUPTION
txn_00524,pay_00524,ledger_00524,set_00524,MATCH
txn_00525,pay_00525,ledger_00525,set_00525,MATCH
txn_00526,pay_00526,ledger_00526,set_00526,MATCH
txn_00527,pay_00527,ledger_00527,set_00527,UNRESOLVED
txn_00528,pay_00528,ledger_00528,set_00528,MATCH
txn_00529,pay_00529,ledger_00529,set_00529,MATCH
txn_00530,pay_00530,ledger_00530,set_00530,DUPLICATE_LEDGER
txn_00531,,ledger_00531,set_00531,MISSING_PAYMENT
txn_00532,pay_00532,ledger_00532,set_00532,MATCH
txn_00533,pay_00533,ledger_00533,set_00533,AMOUNT_MISMATCH
txn_00534,pay_00534,ledger_00534,set_00534,AMOUNT_MISMATCH
txn_00535,pay_00535,ledger_00535,set_00535,MATCH
txn_00536,pay_00536,ledger_00536,set_00536,TIMESTAMP_DRIFT
txn_00537,pay_00537,ledger_00537,set_00537,AMOUNT_MISMATCH
txn_00538,pay_00538,ledger_00538,set_00538,MATCH
txn_00539,pay_00539,ledger_00539,set_00539,MATCH
txn_00540,pay_00540,ledger_00540,set_00540,DUPLICATE_LEDGER
txn_00541,pay_00541,ledger_00541,set_00541,MATCH
txn_00542,pay_00542,ledger_00542,set_00542,MATCH
txn_00543,pay_00543,ledger_00543,set_00543,MATCH
txn_00544,pay_00544,ledger_00544,set_00544,MATCH
txn_00545,pay_00545,ledger_00545,set_00545,MATCH
txn_00546,pay_00546,ledger_00546,set_00546,MATCH
txn_00547,pay_00547,ledger_00547,set_00547,MATCH
txn_00548,pay_00548,ledger_00548,set_00548,MATCH
txn_00549,pay_00549,ledger_00549,set_00549,AMOUNT_MISMATCH
txn_00550,pay_00550,ledger_00550,set_00550,REFERENCE_CORRUPTION
txn_00551,pay_00551,ledger_00551,set_00551,MATCH
txn_00552,pay_00552,ledger_00552,set_00552,MATCH
txn_00553,pay_00553,ledger_00553,set_00553,MATCH
txn_00554,pay_00554,,set_00554,MISSING_LEDGER
txn_00555,pay_00555,ledger_00555,set_00555,MATCH
txn_00556,pay_00556,ledger_00556,set_00556,MATCH
txn_00557,pay_00557,ledger_00557,set_00557,MATCH
txn_00558,pay_00558,,set_00558,MISSING_LEDGER
txn_00559,pay_00559,ledger_00559,set_00559,MATCH
txn_00560,pay_00560,ledger_00560,set_00560,MATCH
txn_00561,pay_00561,ledger_00561,set_00561,AMOUNT_MISMATCH
txn_00562,pay_00562,ledger_00562,set_00562,REFERENCE_CORRUPTION
txn_00563,pay_00563,ledger_00563,set_00563,MATCH
txn_00564,pay_00564,,set_00564,MISSING_LEDGER
txn_00565,pay_00565,,set_00565,MISSING_LEDGER
txn_00566,pay_00566,ledger_00566,set_00566,SETTLEMENT_MISMATCH
txn_00567,pay_00567,ledger_00567,set_00567,MATCH
txn_00568,pay_00568,ledger_00568,set_00568,MATCH
txn_00569,pay_00569,ledger_00569,set_00569,MATCH
txn_00570,pay_00570,ledger_00570,set_00570,MATCH
txn_00571,pay_00571,ledger_00571,set_00571,MATCH
txn_00572,pay_00572,ledger_00572,set_00572,MATCH
txn_00573,pay_00573,ledger_00573,set_00573,REFERENCE_CORRUPTION
txn_00574,pay_00574,,set_00574,MISSING_LEDGER
txn_00575,pay_00575,ledger_00575,set_00575,MATCH
txn_00576,pay_00576,ledger_00576,set_00576,MATCH
txn_00577,pay_00577,ledger_00577,set_00577,TIMESTAMP_DRIFT
txn_00578,pay_00578,ledger_00578,set_00578,MATCH
txn_00579,pay_00579,ledger_00579,set_00579,MATCH
txn_00580,pay_00580,ledger_00580,set_00580,MATCH
txn_00581,pay_00581,ledger_00581,set_00581,SETTLEMENT_MISMATCH
txn_00582,pay_00582,ledger_00582,set_00582,MATCH
txn_00583,pay_00583,,set_00583,MISSING_LEDGER
txn_00584,pay_00584,ledger_00584,set_00584,MATCH
txn_00585,pay_00585,ledger_00585,set_00585,MATCH
txn_00586,pay_00586,ledger_00586,set_00586,AMOUNT_MISMATCH
txn_00587,pay_00587,ledger_00587,set_00587,MATCH
txn_00588,pay_00588,ledger_00588,set_00588,MATCH
txn_00589,pay_00589,ledger_00589,set_00589,MATCH
txn_00590,pay_00590,ledger_00590,set_00590,DUPLICATE_LEDGER
txn_00591,pay_00591,ledger_00591,set_00591,MATCH
txn_00592,pay_00592,ledger_00592,set_00592,MATCH
txn_00593,pay_00593,ledger_00593,set_00593,AMOUNT_MISMATCH
txn_00594,pay_00594,ledger_00594,set_00594,MATCH
txn_00595,pay_00595,ledger_00595,set_00595,MATCH
txn_00596,pay_00596,ledger_00596,set_00596,AMOUNT_MISMATCH
txn_00597,pay_00597,ledger_00597,set_00597,MATCH
txn_00598,pay_00598,ledger_00598,set_00598,MATCH
txn_00599,pay_00599,ledger_00599,set_00599,MATCH
txn_00600,pay_00600,ledger_00600,set_00600,MATCH
txn_00601,,ledger_00601,set_00601,MISSING_PAYMENT
txn_00602,pay_00602,ledger_00602,set_00602,MATCH
txn_00603,pay_00603,ledger_00603,set_00603,MATCH
txn_00604,pay_00604,ledger_00604,set_00604,REFERENCE_CORRUPTION
txn_00605,pay_00605,ledger_00605,set_00605,MATCH
txn_00606,pay_00606,ledger_00606,set_00606,MATCH
txn_00607,pay_00607,ledger_00607,set_00607,MATCH
txn_00608,,ledger_00608,set_00608,MISSING_PAYMENT
txn_00609,pay_00609,ledger_00609,set_00609,DUPLICATE_LEDGER
txn_00610,pay_00610,ledger_00610,set_00610,MATCH
txn_00611,pay_00611,ledger_00611,set_00611,MATCH
txn_00612,pay_00612,ledger_00612,set_00612,MATCH
txn_00613,pay_00613,ledger_00613,set_00613,MATCH
txn_00614,,ledger_00614,set_00614,MISSING_PAYMENT
txn_00615,pay_00615,ledger_00615,set_00615,MATCH
txn_00616,pay_00616,ledger_00616,set_00616,MATCH
txn_00617,,ledger_00617,set_00617,MISSING_PAYMENT
txn_00618,pay_00618,ledger_00618,set_00618,REFERENCE_CORRUPTION
txn_00619,pay_00619,ledger_00619,set_00619,MATCH
txn_00620,pay_00620,ledger_00620,set_00620,MATCH
txn_00621,pay_00621,ledger_00621,set_00621,MATCH
txn_00622,pay_00622,ledger_00622,set_00622,MATCH
txn_00623,,ledger_00623,set_00623,MISSING_PAYMENT
txn_00624,pay_00624,ledger_00624,set_00624,MATCH
txn_00625,pay_00625,ledger_00625,set_00625,MATCH
txn_00626,pay_00626,ledger_00626,set_00626,MATCH
txn_00627,pay_00627,ledger_00627,set_00627,MATCH
txn_00628,pay_00628,ledger_00628,set_00628,AMOUNT_MISMATCH
txn_00629,pay_00629,ledger_00629,set_00629,MATCH
txn_00630,pay_00630,,set_00630,MISSING_LEDGER
txn_00631,pay_00631,ledger_00631,set_00631,MATCH
txn_00632,pay_00632,ledger_00632,set_00632,MATCH
txn_00633,pay_00633,ledger_00633,set_00633,MATCH
txn_00634,pay_00634,ledger_00634,set_00634,DUPLICATE_LEDGER
txn_00635,pay_00635,,set_00635,MISSING_LEDGER
txn_00636,pay_00636,,set_00636,MISSING_LEDGER
txn_00637,pay_00637,ledger_00637,set_00637,MATCH
txn_00638,pay_00638,ledger_00638,set_00638,MATCH
txn_00639,,ledger_00639,set_00639,MISSING_PAYMENT
txn_00640,pay_00640,ledger_00640,set_00640,AMOUNT_MISMATCH
txn_00641,pay_00641,ledger_00641,set_00641,MATCH
txn_00642,pay_00642,ledger_00642,set_00642,MATCH
txn_00643,pay_00643,ledger_00643,set_00643,AMOUNT_MISMATCH
txn_00644,pay_00644,ledger_00644,set_00644,MATCH
txn_00645,pay_00645,ledger_00645,set_00645,MATCH
txn_00646,,ledger_00646,set_00646,MISSING_PAYMENT
txn_00647,pay_00647,ledger_00647,set_00647,MATCH
txn_00648,pay_00648,ledger_00648,set_00648,MATCH
txn_00649,pay_00649,ledger_00649,set_00649,AMOUNT_MISMATCH
txn_00650,pay_00650,ledger_00650,set_00650,MATCH
txn_00651,pay_00651,ledger_00651,set_00651,MATCH
txn_00652,pay_00652,ledger_00652,set_00652,MATCH
txn_00653,pay_00653,ledger_00653,set_00653,DUPLICATE_LEDGER
txn_00654,pay_00654,ledger_00654,set_00654,MATCH
txn_00655,pay_00655,ledger_00655,set_00655,MATCH
txn_00656,pay_00656,ledger_00656,set_00656,SETTLEMENT_MISMATCH
txn_00657,pay_00657,ledger_00657,set_00657,MATCH
txn_00658,pay_00658,ledger_00658,set_00658,MATCH
txn_00659,pay_00659,ledger_00659,set_00659,DUPLICATE_LEDGER
txn_00660,pay_00660,ledger_00660,set_00660,MATCH
txn_00661,pay_00661,ledger_00661,set_00661,AMOUNT_MISMATCH
txn_00662,,ledger_00662,set_00662,MISSING_PAYMENT
txn_00663,pay_00663,ledger_00663,set_00663,MATCH
txn_00664,pay_00664,ledger_00664,set_00664,MATCH
txn_00665,pay_00665,ledger_00665,set_00665,AMOUNT_MISMATCH
txn_00666,pay_00666,,set_00666,MISSING_LEDGER
txn_00667,pay_00667,ledger_00667,set_00667,MATCH
txn_00668,pay_00668,ledger_00668,set_00668,MATCH
txn_00669,pay_00669,ledger_00669,set_00669,SETTLEMENT_MISMATCH
txn_00670,pay_00670,ledger_00670,set_00670,MATCH
txn_00671,pay_00671,ledger_00671,set_00671,MATCH
txn_00672,pay_00672,ledger_00672,set_00672,AMOUNT_MISMATCH
txn_00673,pay_00673,ledger_00673,set_00673,MATCH
txn_00674,pay_00674,ledger_00674,set_00674,SETTLEMENT_MISMATCH
txn_00675,pay_00675,ledger_00675,set_00675,MATCH
txn_00676,pay_00676,ledger_00676,set_00676,MATCH
txn_00677,pay_00677,ledger_00677,set_00677,MATCH
txn_00678,pay_00678,ledger_00678,set_00678,MATCH
txn_00679,pay_00679,ledger_00679,set_00679,DUPLICATE_LEDGER
txn_00680,pay_00680,ledger_00680,set_00680,AMOUNT_MISMATCH
txn_00681,pay_00681,ledger_00681,set_00681,MATCH
txn_00682,,ledger_00682,set_00682,MISSING_PAYMENT
txn_00683,pay_00683,ledger_00683,set_00683,MATCH
txn_00684,pay_00684,ledger_00684,set_00684,REFERENCE_CORRUPTION
txn_00685,pay_00685,,set_00685,MISSING_LEDGER
txn_00686,pay_00686,ledger_00686,set_00686,AMOUNT_MISMATCH
txn_00687,pay_00687,ledger_00687,set_00687,TIMESTAMP_DRIFT
txn_00688,pay_00688,ledger_00688,set_00688,MATCH
txn_00689,pay_00689,ledger_00689,set_00689,MATCH
txn_00690,pay_00690,ledger_00690,set_00690,MATCH
txn_00691,pay_00691,ledger_00691,set_00691,MATCH
txn_00692,pay_00692,ledger_00692,set_00692,MATCH
txn_00693,pay_00693,ledger_00693,set_00693,MATCH
txn_00694,pay_00694,ledger_00694,set_00694,AMOUNT_MISMATCH
txn_00695,pay_00695,ledger_00695,set_00695,AMOUNT_MISMATCH
txn_00696,pay_00696,ledger_00696,set_00696,AMOUNT_MISMATCH
txn_00697,pay_00697,ledger_00697,set_00697,MATCH
txn_00698,pay_00698,ledger_00698,set_00698,MATCH
txn_00699,pay_00699,ledger_00699,set_00699,MATCH
txn_00700,pay_00700,,set_00700,MISSING_LEDGER
txn_00701,pay_00701,ledger_00701,set_00701,MATCH
txn_00702,pay_00702,ledger_00702,set_00702,MATCH
txn_00703,pay_00703,ledger_00703,set_00703,AMOUNT_MISMATCH
txn_00704,pay_00704,ledger_00704,set_00704,REFERENCE_CORRUPTION
txn_00705,pay_00705,ledger_00705,set_00705,MATCH
txn_00706,pay_00706,ledger_00706,set_00706,MATCH
txn_00707,pay_00707,ledger_00707,set_00707,MATCH
txn_00708,pay_00708,ledger_00708,set_00708,AMOUNT_MISMATCH
txn_00709,pay_00709,ledger_00709,set_00709,MATCH
txn_00710,pay_00710,ledger_00710,set_00710,MATCH
txn_00711,pay_00711,ledger_00711,set_00711,MATCH
txn_00712,pay_00712,ledger_00712,set_00712,MATCH
txn_00713,pay_00713,ledger_00713,set_00713,MATCH
txn_00714,pay_00714,,set_00714,MISSING_LEDGER
txn_00715,pay_00715,ledger_00715,set_00715,MATCH
txn_00716,pay_00716,,set_00716,MISSING_LEDGER
txn_00717,pay_00717,ledger_00717,set_00717,AMOUNT_MISMATCH
txn_00718,pay_00718,ledger_00718,set_00718,MATCH
txn_00719,pay_00719,ledger_00719,set_00719,MATCH
txn_00720,pay_00720,ledger_00720,set_00720,MATCH
txn_00721,pay_00721,ledger_00721,set_00721,AMOUNT_MISMATCH
txn_00722,pay_00722,ledger_00722,set_00722,MATCH
txn_00723,,ledger_00723,set_00723,MISSING_PAYMENT
txn_00724,pay_00724,ledger_00724,set_00724,MATCH
txn_00725,,ledger_00725,set_00725,MISSING_PAYMENT
txn_00726,pay_00726,ledger_00726,set_00726,MATCH
txn_00727,pay_00727,ledger_00727,set_00727,MATCH
txn_00728,pay_00728,ledger_00728,set_00728,AMOUNT_MISMATCH
txn_00729,pay_00729,ledger_00729,set_00729,MATCH
txn_00730,pay_00730,ledger_00730,set_00730,MATCH
txn_00731,pay_00731,ledger_00731,set_00731,REFERENCE_CORRUPTION
txn_00732,pay_00732,ledger_00732,set_00732,AMOUNT_MISMATCH
txn_00733,pay_00733,ledger_00733,set_00733,MATCH
txn_00734,pay_00734,ledger_00734,set_00734,MATCH
txn_00735,pay_00735,ledger_00735,set_00735,MATCH
txn_00736,pay_00736,ledger_00736,set_00736,MATCH
txn_00737,pay_00737,ledger_00737,set_00737,MATCH
txn_00738,,ledger_00738,set_00738,MISSING_PAYMENT
txn_00739,pay_00739,ledger_00739,set_00739,MATCH
txn_00740,pay_00740,ledger_00740,set_00740,MATCH
txn_00741,pay_00741,ledger_00741,set_00741,MATCH
txn_00742,pay_00742,ledger_00742,set_00742,MATCH
txn_00743,pay_00743,ledger_00743,set_00743,MATCH
txn_00744,pay_00744,ledger_00744,set_00744,MATCH
txn_00745,,ledger_00745,set_00745,MISSING_PAYMENT
txn_00746,pay_00746,ledger_00746,set_00746,SETTLEMENT_MISMATCH
txn_00747,pay_00747,ledger_00747,set_00747,AMOUNT_MISMATCH
txn_00748,,ledger_00748,set_00748,MISSING_PAYMENT
txn_00749,pay_00749,ledger_00749,set_00749,MATCH
txn_00750,pay_00750,ledger_00750,set_00750,AMOUNT_MISMATCH
txn_00751,pay_00751,ledger_00751,set_00751,MATCH
txn_00752,pay_00752,ledger_00752,set_00752,AMOUNT_MISMATCH
txn_00753,pay_00753,ledger_00753,set_00753,TIMESTAMP_DRIFT
txn_00754,pay_00754,,set_00754,MISSING_LEDGER
txn_00755,,ledger_00755,set_00755,MISSING_PAYMENT
txn_00756,pay_00756,ledger_00756,set_00756,MATCH
txn_00757,pay_00757,ledger_00757,set_00757,MATCH
txn_00758,pay_00758,ledger_00758,set_00758,MATCH
txn_00759,,ledger_00759,set_00759,MISSING_PAYMENT
txn_00760,pay_00760,ledger_00760,set_00760,MATCH
txn_00761,pay_00761,ledger_00761,set_00761,MATCH
txn_00762,pay_00762,ledger_00762,set_00762,MATCH
txn_00763,pay_00763,ledger_00763,set_00763,AMOUNT_MISMATCH
txn_00764,pay_00764,ledger_00764,set_00764,MATCH
txn_00765,pay_00765,ledger_00765,set_00765,MATCH
txn_00766,pay_00766,ledger_00766,set_00766,MATCH
txn_00767,pay_00767,ledger_00767,set_00767,MATCH
txn_00768,pay_00768,ledger_00768,set_00768,MATCH
txn_00769,pay_00769,ledger_00769,set_00769,AMOUNT_MISMATCH
txn_00770,pay_00770,ledger_00770,set_00770,MATCH
txn_00771,pay_00771,ledger_00771,set_00771,TIMESTAMP_DRIFT
txn_00772,,ledger_00772,set_00772,MISSING_PAYMENT
txn_00773,pay_00773,ledger_00773,set_00773,MATCH
txn_00774,pay_00774,ledger_00774,set_00774,MATCH
txn_00775,pay_00775,ledger_00775,set_00775,MATCH
txn_00776,pay_00776,ledger_00776,set_00776,MATCH
txn_00777,pay_00777,ledger_00777,set_00777,MATCH
txn_00778,pay_00778,,set_00778,MISSING_LEDGER
txn_00779,pay_00779,ledger_00779,set_00779,MATCH
txn_00780,pay_00780,ledger_00780,set_00780,MATCH
txn_00781,pay_00781,ledger_00781,set_00781,MATCH
txn_00782,pay_00782,ledger_00782,set_00782,MATCH
txn_00783,pay_00783,ledger_00783,set_00783,MATCH
txn_00784,pay_00784,ledger_00784,set_00784,MATCH
txn_00785,pay_00785,ledger_00785,set_00785,MATCH
txn_00786,pay_00786,ledger_00786,set_00786,MATCH
txn_00787,pay_00787,,set_00787,MISSING_LEDGER
txn_00788,pay_00788,ledger_00788,set_00788,MATCH
txn_00789,,ledger_00789,set_00789,MISSING_PAYMENT
txn_00790,pay_00790,ledger_00790,set_00790,SETTLEMENT_MISMATCH
txn_00791,pay_00791,ledger_00791,set_00791,DUPLICATE_LEDGER
txn_00792,pay_00792,,set_00792,MISSING_LEDGER
txn_00793,pay_00793,ledger_00793,set_00793,UNRESOLVED
txn_00794,pay_00794,ledger_00794,set_00794,MATCH
txn_00795,pay_00795,ledger_00795,set_00795,MATCH
txn_00796,pay_00796,ledger_00796,set_00796,MATCH
txn_00797,pay_00797,ledger_00797,set_00797,MATCH
txn_00798,pay_00798,ledger_00798,set_00798,MATCH
txn_00799,pay_00799,,set_00799,MISSING_LEDGER
txn_00800,pay_00800,ledger_00800,set_00800,MATCH
txn_00801,pay_00801,ledger_00801,set_00801,TIMESTAMP_DRIFT
txn_00802,pay_00802,ledger_00802,set_00802,AMOUNT_MISMATCH
txn_00803,pay_00803,ledger_00803,set_00803,AMOUNT_MISMATCH
txn_00804,pay_00804,ledger_00804,set_00804,MATCH
txn_00805,pay_00805,ledger_00805,set_00805,DUPLICATE_LEDGER
txn_00806,pay_00806,ledger_00806,set_00806,MATCH
txn_00807,pay_00807,ledger_00807,set_00807,MATCH
txn_00808,pay_00808,ledger_00808,set_00808,TIMESTAMP_DRIFT
txn_00809,pay_00809,ledger_00809,set_00809,UNRESOLVED
txn_00810,pay_00810,ledger_00810,set_00810,REFERENCE_CORRUPTION
txn_00811,pay_00811,ledger_00811,set_00811,AMOUNT_MISMATCH
txn_00812,pay_00812,,set_00812,MISSING_LEDGER
txn_00813,pay_00813,ledger_00813,set_00813,DUPLICATE_LEDGER
txn_00814,pay_00814,,set_00814,MISSING_LEDGER
txn_00815,pay_00815,ledger_00815,set_00815,TIMESTAMP_DRIFT
txn_00816,pay_00816,ledger_00816,set_00816,AMOUNT_MISMATCH
txn_00817,pay_00817,ledger_00817,set_00817,MATCH
txn_00818,pay_00818,ledger_00818,set_00818,AMOUNT_MISMATCH
txn_00819,,ledger_00819,set_00819,MISSING_PAYMENT
txn_00820,pay_00820,ledger_00820,set_00820,MATCH
txn_00821,pay_00821,ledger_00821,set_00821,MATCH
txn_00822,pay_00822,ledger_00822,set_00822,MATCH
txn_00823,pay_00823,ledger_00823,set_00823,MATCH
txn_00824,pay_00824,ledger_00824,set_00824,MATCH
txn_00825,pay_00825,ledger_00825,set_00825,REFERENCE_CORRUPTION
txn_00826,pay_00826,ledger_00826,set_00826,MATCH
txn_00827,pay_00827,ledger_00827,set_00827,MATCH
txn_00828,pay_00828,ledger_00828,set_00828,MATCH
txn_00829,pay_00829,ledger_00829,set_00829,MATCH
txn_00830,pay_00830,ledger_00830,set_00830,REFERENCE_CORRUPTION
txn_00831,pay_00831,ledger_00831,set_00831,AMOUNT_MISMATCH
txn_00832,pay_00832,,set_00832,MISSING_LEDGER
txn_00833,pay_00833,ledger_00833,set_00833,REFERENCE_CORRUPTION
txn_00834,pay_00834,ledger_00834,set_00834,MATCH
txn_00835,pay_00835,ledger_00835,set_00835,MATCH
txn_00836,pay_00836,ledger_00836,set_00836,MATCH
txn_00837,pay_00837,ledger_00837,set_00837,MATCH
txn_00838,pay_00838,,set_00838,MISSING_LEDGER
txn_00839,pay_00839,ledger_00839,set_00839,MATCH
txn_00840,pay_00840,ledger_00840,set_00840,MATCH
txn_00841,pay_00841,ledger_00841,set_00841,MATCH
txn_00842,pay_00842,ledger_00842,set_00842,MATCH
txn_00843,pay_00843,ledger_00843,set_00843,DUPLICATE_LEDGER
txn_00844,pay_00844,ledger_00844,set_00844,TIMESTAMP_DRIFT
txn_00845,pay_00845,ledger_00845,set_00845,MATCH
txn_00846,pay_00846,ledger_00846,set_00846,MATCH
txn_00847,pay_00847,ledger_00847,set_00847,MATCH
txn_00848,pay_00848,ledger_00848,set_00848,MATCH
txn_00849,pay_00849,,set_00849,MISSING_LEDGER
txn_00850,pay_00850,ledger_00850,set_00850,MATCH
txn_00851,pay_00851,ledger_00851,set_00851,MATCH
txn_00852,pay_00852,ledger_00852,set_00852,SETTLEMENT_MISMATCH
txn_00853,pay_00853,,set_00853,MISSING_LEDGER
txn_00854,pay_00854,ledger_00854,set_00854,MATCH
txn_00855,pay_00855,ledger_00855,set_00855,AMBIGUOUS_MATCH
txn_00856,pay_00856,ledger_00856,set_00856,MATCH
txn_00857,pay_00857,ledger_00857,set_00857,MATCH
txn_00858,pay_00858,ledger_00858,set_00858,MATCH
txn_00859,pay_00859,ledger_00859,set_00859,AMOUNT_MISMATCH
txn_00860,pay_00860,ledger_00860,set_00860,MATCH
txn_00861,pay_00861,ledger_00861,set_00861,MATCH
txn_00862,pay_00862,ledger_00862,set_00862,AMOUNT_MISMATCH
txn_00863,pay_00863,ledger_00863,set_00863,MATCH
txn_00864,pay_00864,ledger_00864,set_00864,MATCH
txn_00865,pay_00865,ledger_00865,set_00865,AMOUNT_MISMATCH
txn_00866,pay_00866,ledger_00866,set_00866,MATCH
txn_00867,pay_00867,ledger_00867,set_00867,MATCH
txn_00868,pay_00868,ledger_00868,set_00868,MATCH
txn_00869,pay_00869,ledger_00869,set_00869,MATCH
txn_00870,pay_00870,ledger_00870,set_00870,MATCH
txn_00871,pay_00871,ledger_00871,set_00871,MATCH
txn_00872,pay_00872,,set_00872,MISSING_LEDGER
txn_00873,pay_00873,ledger_00873,set_00873,SETTLEMENT_MISMATCH
txn_00874,,ledger_00874,set_00874,MISSING_PAYMENT
txn_00875,pay_00875,ledger_00875,set_00875,MATCH
txn_00876,pay_00876,ledger_00876,set_00876,MATCH
txn_00877,pay_00877,,set_00877,MISSING_LEDGER
txn_00878,pay_00878,,set_00878,MISSING_LEDGER
txn_00879,,ledger_00879,set_00879,MISSING_PAYMENT
txn_00880,pay_00880,ledger_00880,set_00880,MATCH
txn_00881,pay_00881,ledger_00881,set_00881,AMOUNT_MISMATCH
txn_00882,pay_00882,ledger_00882,set_00882,MATCH
txn_00883,pay_00883,ledger_00883,set_00883,MATCH
txn_00884,pay_00884,ledger_00884,set_00884,AMOUNT_MISMATCH
txn_00885,pay_00885,ledger_00885,set_00885,AMOUNT_MISMATCH
txn_00886,pay_00886,ledger_00886,set_00886,MATCH
txn_00887,pay_00887,ledger_00887,set_00887,MATCH
txn_00888,pay_00888,ledger_00888,set_00888,MATCH
txn_00889,pay_00889,ledger_00889,set_00889,MATCH
txn_00890,pay_00890,ledger_00890,set_00890,AMBIGUOUS_MATCH
txn_00891,pay_00891,ledger_00891,set_00891,AMOUNT_MISMATCH
txn_00892,pay_00892,ledger_00892,set_00892,MATCH
txn_00893,pay_00893,ledger_00893,set_00893,MATCH
txn_00894,pay_00894,ledger_00894,set_00894,DUPLICATE_LEDGER
txn_00895,pay_00895,ledger_00895,set_00895,MATCH
