settlement_id,payment_id,gross_amount,fee,tax,net_amount,currency
set_00482,pay_00482,1499,29.98,5.4,1463.62,INR
set_00483,pay_00483,2499,49.98,9.0,2440.02,INR
set_00484,pay_00484,4999,99.98,18.0,4881.02,INR
set_00485,pay_00485,799,15.98,2.88,780.14,INR
set_00486,pay_00486,799,15.98,2.88,780.14,INR
set_00487,pay_00487,799,15.98,2.88,780.14,INR
set_00488,pay_00488,799,15.98,2.88,780.14,INR
set_00489,pay_00489,1499,29.98,5.4,1463.62,INR
set_00490,pay_00490,499,9.98,1.8,487.22,INR
set_00491,pay_00491,799,15.98,2.88,780.14,INR
set_00492,pay_00492,4999,99.98,18.0,4881.02,INR
set_00493,pay_00493,999,19.98,3.6,975.42,INR
set_00494,pay_00494,1499,29.98,5.4,1463.62,INR
set_00495,pay_00495,4999,99.98,18.0,4881.02,INR
set_00496,pay_00496,4999,99.98,18.0,4881.02,INR
set_00497,pay_00497,799,15.98,2.88,780.14,INR
set_00498,pay_00498,999,19.98,3.6,975.42,INR
set_00499,pay_00499,799,15.98,2.88,780.14,INR
set_00500,pay_00500,4999,99.98,18.0,4881.02,INR
set_00501,pay_00501,499,9.98,1.8,487.22,INR
set_00502,pay_00502,1499,29.98,5.4,1463.62,INR
set_00503,pay_00503,499,9.98,1.8,487.22,INR
set_00504,pay_00504,1499,29.98,5.4,1463.62,INR
set_00505,pay_00505,799,15.98,2.88,780.14,INR
set_00506,pay_00506,799,15.98,2.88,780.14,INR
set_00507,pay_00507,1499,29.98,5.4,1463.62,INR
set_00508,pay_00508,999,19.98,3.6,975.42,INR
set_00509,pay_00509,999,19.98,3.6,975.42,INR
set_00510,pay_00510,799,15.98,2.88,780.14,INR
set_00511,pay_00511,799,15.98,2.88,780.14,INR
set_00512,pay_00512,499,9.98,1.8,487.22,INR
set_00513,pay_00513,4999,99.98,18.0,4881.02,INR
set_00514,pay_00514,799,15.98,2.88,780.14,INR
set_00515,pay_00515,1499,29.98,5.4,1463.62,INR
set_00516,pay_00516,999,19.98,3.6,975.42,INR
set_00517,pay_00517,999,19.98,3.6,975.42,INR
set_00518,pay_00518,499,9.98,1.8,487.22,INR
set_00519,pay_00519,999,19.98,3.6,975.42,INR
set_00520,pay_00520,999,19.98,3.6,975.42,INR
set_00521,pay_00521,4999,99.98,18.0,4881.02,INR
set_00522,pay_00522,2499,49.98,9.0,2440.02,INR
set_00523,pay_00523,1499,29.98,5.4,1463.62,INR
set_00524,pay_00524,4999,99.98,18.0,4881.02,INR
set_00525,pay_00525,2499,49.98,9.0,2440.02,INR
set_00526,pay_00526,999,19.98,3.6,975.42,INR
set_00527,pay_00527,499,9.98,1.8,487.22,INR
set_00528,pay_00528,499,9.98,1.8,487.22,INR
set_00529,pay_00529,999,19.98,3.6,975.42,INR
set_00530,pay_00530,799,15.98,2.88,780.14,INR
set_00531,pay_00531,2499,49.98,9.0,2440.02,INR
set_00532,pay_00532,999,19.98,3.6,975.42,INR
set_00533,pay_00533,499,9.98,1.8,487.22,INR
set_00534,pay_00534,499,9.98,1.8,487.22,INR
set_00535,pay_00535,2499,49.98,9.0,2440.02,INR
set_00536,pay_00536,1499,29.98,5.4,1463.62,INR
set_00537,pay_00537,999,19.98,3.6,975.42,INR
set_00538,pay_00538,4999,99.98,18.0,4881.02,INR
set_00539,pay_00539,999,19.98,3.6,975.42,INR
set_00540,pay_00540,1499,29.98,5.4,1463.62,INR
set_00541,pay_00541,2499,49.98,9.0,2440.02,INR
set_00542,pay_00542,2499,49.98,9.0,2440.02,INR
set_00543,pay_00543,499,9.98,1.8,487.22,INR
set_00544,pay_00544,1499,29.98,5.4,1463.62,INR
set_00545,pay_00545,2499,49.98,9.0,2440.02,INR
set_00546,pay_00546,799,15.98,2.88,780.14,INR
set_00547,pay_00547,999,19.98,3.6,975.42,INR
set_00548,pay_00548,499,9.98,1.8,487.22,INR
set_00549,pay_00549,4999,99.98,18.0,4881.02,INR
set_00550,pay_00550,1499,29.98,5.4,1463.62,INR
set_00551,pay_00551,499,9.98,1.8,487.22,INR
set_00552,pay_00552,2499,49.98,9.0,2440.02,INR
set_00553,pay_00553,2499,49.98,9.0,2440.02,INR
set_00554,pay_00554,4999,99.98,18.0,4881.02,INR
set_00555,pay_00555,4999,99.98,18.0,4881.02,INR
set_00556,pay_00556,4999,99.98,18.0,4881.02,INR
set_00557,pay_00557,4999,99.98,18.0,4881.02,INR
set_00558,pay_00558,4999,99.98,18.0,4881.02,INR
set_00559,pay_00559,799,15.98,2.88,780.14,INR
set_00560,pay_00560,999,19.98,3.6,975.42,INR
set_00561,pay_00561,1499,29.98,5.4,1463.62,INR
set_00562,pay_00562,499,9.98,1.8,487.22,INR
set_00563,pay_00563,4999,99.98,18.0,4881.02,INR
set_00564,pay_00564,999,19.98,3.6,975.42,INR
set_00565,pay_00565,2499,49.98,9.0,2440.02,INR
set_00566,pay_00566,999,19.98,3.6,975.42,INR
set_00567,pay_00567,4999,99.98,18.0,4881.02,INR
set_00568,pay_00568,499,9.98,1.8,487.22,INR
set_00569,pay_00569,4999,99.98,18.0,4881.02,INR
set_00570,pay_00570,999,19.98,3.6,975.42,INR
set_00571,pay_00571,2499,49.98,9.0,2440.02,INR
set_00572,pay_00572,999,19.98,3.6,975.42,INR
set_00573,pay_00573,4999,99.98,18.0,4881.02,INR
set_00574,pay_00574,1499,29.98,5.4,1463.62,INR
set_00575,pay_00575,999,19.98,3.6,975.42,INR
set_00576,pay_00576,1499,29.98,5.4,1463.62,INR
set_00577,pay_00577,4999,99.98,18.0,4881.02,INR
set_00578,pay_00578,999,19.98,3.6,975.42,INR
set_00579,pay_00579,2499,49.98,9.0,2440.02,INR
set_00580,pay_00580,799,15.98,2.88,780.14,INR
set_00581,pay_00581,799,15.98,2.88,780.14,INR
set_00582,pay_00582,1499,29.98,5.4,1463.62,INR
set_00583,pay_00583,4999,99.98,18.0,4881.02,INR
set_00584,pay_00584,1499,29.98,5.4,1463.62,INR
set_00585,pay_00585,4999,99.98,18.0,4881.02,INR
set_00586,pay_00586,4999,99.98,18.0,4881.02,INR
set_00587,pay_00587,799,15.98,2.88,780.14,INR
set_00588,pay_00588,2499,49.98,9.0,2440.02,INR
set_00589,pay_00589,2499,49.98,9.0,2440.02,INR
set_00590,pay_00590,999,19.98,3.6,975.42,INR
set_00591,pay_00591,1499,29.98,5.4,1463.62,INR
set_00592,pay_00592,2499,49.98,9.0,2440.02,INR
set_00593,pay_00593,499,9.98,1.8,487.22,INR
set_00594,pay_00594,999,19.98,3.6,975.42,INR
set_00595,pay_00595,999,19.98,3.6,975.42,INR
set_00596,pay_00596,799,15.98,2.88,780.14,INR
set_00597,pay_00597,1499,29.98,5.4,1463.62,INR
set_00598,pay_00598,2499,49.98,9.0,2440.02,INR
set_00599,pay_00599,2499,49.98,9.0,2440.02,INR
set_00600,pay_00600,4999,99.98,18.0,4881.02,INR
set_00601,pay_00601,999,19.98,3.6,975.42,INR
set_00602,pay_00602,1499,29.98,5.4,1463.62,INR
set_00603,pay_00603,1499,29.98,5.4,1463.62,INR
set_00604,pay_00604,1499,29.98,5.4,1463.62,INR
set_00605,pay_00605,4999,99.98,18.0,4881.02,INR
set_00606,pay_00606,799,15.98,2.88,780.14,INR
set_00607,pay_00607,2499,49.98,9.0,2440.02,INR
set_00608,pay_00608,1499,29.98,5.4,1463.62,INR
set_00609,pay_00609,4999,99.98,18.0,4881.02,INR
set_00610,pay_00610,799,15.98,2.88,780.14,INR
set_00611,pay_00611,4999,99.98,18.0,4881.02,INR
set_00612,pay_00612,499,9.98,1.8,487.22,INR
set_00613,pay_00613,999,19.98,3.6,975.42,INR
set_00614,pay_00614,2499,49.98,9.0,2440.02,INR
set_00615,pay_00615,4999,99.98,18.0,4881.02,INR
set_00616,pay_00616,4999,99.98,18.0,4881.02,INR
set_00617,pay_00617,2499,49.98,9.0,2440.02,INR
set_00618,pay_00618,999,19.98,3.6,975.42,INR
set_00619,pay_00619,499,9.98,1.8,487.22,INR
set_00620,pay_00620,799,15.98,2.88,780.14,INR
set_00621,pay_00621,4999,99.98,18.0,4881.02,INR
set_00622,pay_00622,999,19.98,3.6,975.42,INR
set_00623,pay_00623,799,15.98,2.88,780.14,INR
set_00624,pay_00624,799,15.98,2.88,780.14,INR
set_00625,pay_00625,799,15.98,2.88,780.14,INR
set_00626,pay_00626,499,9.98,1.8,487.22,INR
set_00627,pay_00627,499,9.98,1.8,487.22,INR
set_00628,pay_00628,799,15.98,2.88,780.14,INR
set_00629,pay_00629,1499,29.98,5.4,1463.62,INR
set_00630,pay_00630,2499,49.98,9.0,2440.02,INR
set_00631,pay_00631,499,9.98,1.8,487.22,INR
set_00632,pay_00632,1499,29.98,5.4,1463.62,INR
set_00633,pay_00633,1499,29.98,5.4,1463.62,INR
set_00634,pay_00634,4999,99.98,18.0,4881.02,INR
set_00635,pay_00635,2499,49.98,9.0,2440.02,INR
set_00636,pay_00636,799,15.98,2.88,780.14,INR
set_00637,pay_00637,4999,99.98,18.0,4881.02,INR
set_00638,pay_00638,4999,99.98,18.0,4881.02,INR
set_00639,pay_00639,1499,29.98,5.4,1463.62,INR
set_00640,pay_00640,1499,29.98,5.4,1463.62,INR
set_00641,pay_00641,1499,29.98,5.4,1463.62,INR
set_00642,pay_00642,799,15.98,2.88,780.14,INR
set_00643,pay_00643,799,15.98,2.88,780.14,INR
set_00644,pay_00644,4999,99.98,18.0,4881.02,INR
set_00645,pay_00645,4999,99.98,18.0,4881.02,INR
set_00646,pay_00646,499,9.98,1.8,487.22,INR
set_00647,pay_00647,499,9.98,1.8,487.22,INR
set_00648,pay_00648,1499,29.98,5.4,1463.62,INR
set_00649,pay_00649,799,15.98,2.88,780.14,INR
set_00650,pay_00650,799,15.98,2.88,780.14,INR
set_00651,pay_00651,4999,99.98,18.0,4881.02,INR
set_00652,pay_00652,2499,49.98,9.0,2440.02,INR
set_00653,pay_00653,1499,29.98,5.4,1463.62,INR
set_00654,pay_00654,499,9.98,1.8,487.22,INR
set_00655,pay_00655,2499,49.98,9.0,2440.02,INR
set_00656,pay_00656,799,15.98,2.88,780.14,INR
set_00657,pay_00657,499,9.98,1.8,487.22,INR
set_00658,pay_00658,1499,29.98,5.4,1463.62,INR
set_00659,pay_00659,799,15.98,2.88,780.14,INR
set_00660,pay_00660,1499,29.98,5.4,1463.62,INR
set_00661,pay_00661,4999,99.98,18.0,4881.02,INR
set_00662,pay_00662,2499,49.98,9.0,2440.02,INR
set_00663,pay_00663,2499,49.98,9.0,2440.02,INR
set_00664,pay_00664,2499,49.98,9.0,2440.02,INR
set_00665,pay_00665,999,19.98,3.6,975.42,INR
set_00666,pay_00666,1499,29.98,5.4,1463.62,INR
set_00667,pay_00667,2499,49.98,9.0,2440.02,INR
set_00668,pay_00668,4999,99.98,18.0,4881.02,INR
set_00669,pay_00669,2499,49.98,9.0,2440.02,INR
set_00670,pay_00670,1499,29.98,5.4,1463.62,INR
set_00671,pay_00671,2499,49.98,9.0,2440.02,INR
set_00672,pay_00672,1499,29.98,5.4,1463.62,INR
set_00673,pay_00673,799,15.98,2.88,780.14,INR
set_00674,pay_00674,4999,99.98,18.0,4881.02,INR
set_00675,pay_00675,1499,29.98,5.4,1463.62,INR
set_00676,pay_00676,1499,29.98,5.4,1463.62,INR
set_00677,pay_00677,999,19.98,3.6,975.42,INR
set_00678,pay_00678,799,15.98,2.88,780.14,INR
set_00679,pay_00679,4999,99.98,18.0,4881.02,INR
set_00680,pay_00680,999,19.98,3.6,975.42,INR
set_00681,pay_00681,2499,49.98,9.0,2440.02,INR
set_00682,pay_00682,1499,29.98,5.4,1463.62,INR
set_00683,pay_00683,4999,99.98,18.0,4881.02,INR
set_00684,pay_00684,799,15.98,2.88,780.14,INR
set_00685,pay_00685,999,19.98,3.6,975.42,INR
set_00686,pay_00686,1499,29.98,5.4,1463.62,INR
set_00687,pay_00687,499,9.98,1.8,487.22,INR
set_00688,pay_00688,4999,99.98,18.0,4881.02,INR
set_00689,pay_00689,999,19.98,3.6,975.42,INR
set_00690,pay_00690,799,15.98,2.88,780.14,INR
set_00691,pay_00691,999,19.98,3.6,975.42,INR
set_00692,pay_00692,999,19.98,3.6,975.42,INR
set_00693,pay_00693,999,19.98,3.6,975.42,INR
set_00694,pay_00694,2499,49.98,9.0,2440.02,INR
set_00695,pay_00695,499,9.98,1.8,487.22,INR
set_00696,pay_00696,799,15.98,2.88,780.14,INR
set_00697,pay_00697,799,15.98,2.88,780.14,INR
set_00698,pay_00698,799,15.98,2.88,780.14,INR
set_00699,pay_00699,1499,29.98,5.4,1463.62,INR
set_00700,pay_00700,4999,99.98,18.0,4881.02,INR
set_00701,pay_00701,799,15.98,2.88,780.14,INR
set_00702,pay_00702,4999,99.98,18.0,4881.02,INR
set_00703,pay_00703,799,15.98,2.88,780.14,INR
set_00704,pay_00704,499,9.98,1.8,487.22,INR
set_00705,pay_00705,1499,29.98,5.4,1463.62,INR
set_00706,pay_00706,1499,29.98,5.4,1463.62,INR
set_00707,pay_00707,999,19.98,3.6,975.42,INR
set_00708,pay_00708,2499,49.98,9.0,2440.02,INR
set_00709,pay_00709,1499,29.98,5.4,1463.62,INR
set_00710,pay_00710,1499,29.98,5.4,1463.62,INR
set_00711,pay_00711,499,9.98,1.8,487.22,INR
set_00712,pay_00712,799,15.98,2.88,780.14,INR
set_00713,pay_00713,1499,29.98,5.4,1463.62,INR
set_00714,pay_00714,1499,29.98,5.4,1463.62,INR
set_00715,pay_00715,2499,49.98,9.0,2440.02,INR
set_00716,pay_00716,4999,99.98,18.0,4881.02,INR
set_00717,pay_00717,499,9.98,1.8,487.22,INR
set_00718,pay_00718,2499,49.98,9.0,2440.02,INR
set_00719,pay_00719,1499,29.98,5.4,1463.62,INR
set_00720,pay_00720,1499,29.98,5.4,1463.62,INR
set_00721,pay_00721,499,9.98,1.8,487.22,INR
set_00722,pay_00722,999,19.98,3.6,975.42,INR
set_00723,pay_00723,999,19.98,3.6,975.42,INR
set_00724,pay_00724,1499,29.98,5.4,1463.62,INR
set_00725,pay_00725,1499,29.98,5.4,1463.62,INR
set_00726,pay_00726,2499,49.98,9.0,2440.02,INR
set_00727,pay_00727,4999,99.98,18.0,4881.02,INR
set_00728,pay_00728,4999,99.98,18.0,4881.02,INR
set_00729,pay_00729,2499,49.98,9.0,2440.02,INR
set_00730,pay_00730,2499,49.98,9.0,2440.02,INR
set_00731,pay_00731,799,15.98,2.88,780.14,INR
set_00732,pay_00732,1499,29.98,5.4,1463.62,INR
set_00733,pay_00733,799,15.98,2.88,780.14,INR
set_00734,pay_00734,999,19.98,3.6,975.42,INR
set_00735,pay_00735,1499,29.98,5.4,1463.62,INR
set_00736,pay_00736,1499,29.98,5.4,1463.62,INR
set_00737,pay_00737,499,9.98,1.8,487.22,INR
set_00738,pay_00738,1499,29.98,5.4,1463.62,INR
set_00739,pay_00739,999,19.98,3.6,975.42,INR
set_00740,pay_00740,4999,99.98,18.0,4881.02,INR
set_00741,pay_00741,4999,99.98,18.0,4881.02,INR
set_00742,pay_00742,1499,29.98,5.4,1463.62,INR
set_00743,pay_00743,4999,99.98,18.0,4881.02,INR
set_00744,pay_00744,799,15.98,2.88,780.14,INR
set_00745,pay_00745,1499,29.98,5.4,1463.62,INR
set_00746,pay_00746,799,15.98,2.88,780.14,INR
set_00747,pay_00747,2499,49.98,9.0,2440.02,INR
set_00748,pay_00748,2499,49.98,9.0,2440.02,INR
set_00749,pay_00749,499,9.98,1.8,487.22,INR
set_00750,pay_00750,1499,29.98,5.4,1463.62,INR
set_00751,pay_00751,2499,49.98,9.0,2440.02,INR
set_00752,pay_00752,2499,49.98,9.0,2440.02,INR
set_00753,pay_00753,4999,99.98,18.0,4881.02,INR
set_00754,pay_00754,499,9.98,1.8,487.22,INR
set_00755,pay_00755,499,9.98,1.8,487.22,INR
set_00756,pay_00756,4999,99.98,18.0,4881.02,INR
set_00757,pay_00757,1499,29.98,5.4,1463.62,INR
set_00758,pay_00758,799,15.98,2.88,780.14,INR
set_00759,pay_00759,1499,29.98,5.4,1463.62,INR
set_00760,pay_00760,799,15.98,2.88,780.14,INR
set_00761,pay_00761,499,9.98,1.8,487.22,INR
set_00762,pay_00762,999,19.98,3.6,975.42,INR
set_00763,pay_00763,1499,29.98,5.4,1463.62,INR
set_00764,pay_00764,999,19.98,3.6,975.42,INR
set_00765,pay_00765,799,15.98,2.88,780.14,INR
set_00766,pay_00766,1499,29.98,5.4,1463.62,INR
set_00767,pay_00767,999,19.98,3.6,975.42,INR
set_00768,pay_00768,999,19.98,3.6,975.42,INR
set_00769,pay_00769,1499,29.98,5.4,1463.62,INR
set_00770,pay_00770,999,19.98,3.6,975.42,INR
set_00771,pay_00771,1499,29.98,5.4,1463.62,INR
set_00772,pay_00772,999,19.98,3.6,975.42,INR
set_00773,pay_00773,499,9.98,1.8,487.22,INR
set_00774,pay_00774,1499,29.98,5.4,1463.62,INR
set_00775,pay_00775,499,9.98,1.8,487.22,INR
set_00776,pay_00776,4999,99.98,18.0,4881.02,INR
set_00777,pay_00777,2499,49.98,9.0,2440.02,INR
set_00778,pay_00778,499,9.98,1.8,487.22,INR
set_00779,pay_00779,999,19.98,3.6,975.42,INR
set_00780,pay_00780,799,15.98,2.88,780.14,INR
set_00781,pay_00781,4999,99.98,18.0,4881.02,INR
set_00782,pay_00782,499,9.98,1.8,487.22,INR
set_00783,pay_00783,4999,99.98,18.0,4881.02,INR
set_00784,pay_00784,499,9.98,1.8,487.22,INR
set_00785,pay_00785,499,9.98,1.8,487.22,INR
set_00786,pay_00786,799,15.98,2.88,780.14,INR
set_00787,pay_00787,799,15.98,2.88,780.14,INR
set_00788,pay_00788,499,9.98,1.8,487.22,INR
set_00789,pay_00789,2499,49.98,9.0,2440.02,INR
set_00790,pay_00790,799,15.98,2.88,780.14,INR
set_00791,pay_00791,799,15.98,2.88,780.14,INR
set_00792,pay_00792,799,15.98,2.88,780.14,INR
set_00793,pay_00793,1499,29.98,5.4,1463.62,INR
set_00794,pay_00794,4999,99.98,18.0,4881.02,INR
set_00795,pay_00795,499,9.98,1.8,487.22,INR
set_00796,pay_00796,2499,49.98,9.0,2440.02,INR
set_00797,pay_00797,799,15.98,2.88,780.14,INR
set_00798,pay_00798,1499,29.98,5.4,1463.62,INR
set_00799,pay_00799,4999,99.98,18.0,4881.02,INR
set_00800,pay_00800,999,19.98,3.6,975.42,INR
set_00801,pay_00801,999,19.98,3.6,975.42,INR
set_00802,pay_00802,799,15.98,2.88,780.14,INR
set_00803,pay_00803,2499,49.98,9.0,2440.02,INR
set_00804,pay_00804,2499,49.98,9.0,2440.02,INR
set_00805,pay_00805,4999,99.98,18.0,4881.02,INR
set_00806,pay_00806,4999,99.98,18.0,4881.02,INR
set_00807,pay_00807,499,9.98,1.8,487.22,INR
set_00808,pay_00808,799,15.98,2.88,780.14,INR
set_00809,pay_00809,999,19.98,3.6,975.42,INR
set_00810,pay_00810,499,9.98,1.8,487.22,INR
set_00811,pay_00811,2499,49.98,9.0,2440.02,INR
set_00812,pay_00812,499,9.98,1.8,487.22,INR
set_00813,pay_00813,999,19.98,3.6,975.42,INR
set_00814,pay_00814,2499,49.98,9.0,2440.02,INR
set_00815,pay_00815,4999,99.98,18.0,4881.02,INR
set_00816,pay_00816,1499,29.98,5.4,1463.62,INR
set_00817,pay_00817,1499,29.98,5.4,1463.62,INR
set_00818,pay_00818,4999,99.98,18.0,4881.02,INR
set_00819,pay_00819,799,15.98,2.88,780.14,INR
set_00820,pay_00820,499,9.98,1.8,487.22,INR
set_00821,pay_00821,2499,49.98,9.0,2440.02,INR
set_00822,pay_00822,4999,99.98,18.0,4881.02,INR
set_00823,pay_00823,4999,99.98,18.0,4881.02,INR
set_00824,pay_00824,799,15.98,2.88,780.14,INR
set_00825,pay_00825,499,9.98,1.8,487.22,INR
set_00826,pay_00826,4999,99.98,18.0,4881.02,INR
set_00827,pay_00827,999,19.98,3.6,975.42,INR
set_00828,pay_00828,4999,99.98,18.0,4881.02,INR
set_00829,pay_00829,2499,49.98,9.0,2440.02,INR
set_00830,pay_00830,499,9.98,1.8,487.22,INR
set_00831,pay_00831,2499,49.98,9.0,2440.02,INR
set_00832,pay_00832,499,9.98,1.8,487.22,INR
set_00833,pay_00833,999,19.98,3.6,975.42,INR
set_00834,pay_00834,2499,49.98,9.0,2440.02,INR
set_00835,pay_00835,1499,29.98,5.4,1463.62,INR
set_00836,pay_00836,4999,99.98,18.0,4881.02,INR
set_00837,pay_00837,999,19.98,3.6,975.42,INR
set_00838,pay_00838,499,9.98,1.8,487.22,INR
set_00839,pay_00839,2499,49.98,9.0,2440.02,INR
set_00840,pay_00840,4999,99.98,18.0,4881.02,INR
set_00841,pay_00841,999,19.98,3.6,975.42,INR
set_00842,pay_00842,499,9.98,1.8,487.22,INR
set_00843,pay_00843,1499,29.98,5.4,1463.62,INR
set_00844,pay_00844,1499,29.98,5.4,1463.62,INR
set_00845,pay_00845,499,9.98,1.8,487.22,INR
set_00846,pay_00846,1499,29.98,5.4,1463.62,INR
set_00847,pay_00847,999,19.98,3.6,975.42,INR
set_00848,pay_00848,4999,99.98,18.0,4881.02,INR
set_00849,pay_00849,1499,29.98,5.4,1463.62,INR
set_00850,pay_00850,4999,99.98,18.0,4881.02,INR
set_00851,pay_00851,799,15.98,2.88,780.14,INR
set_00852,pay_00852,1499,29.98,5.4,1463.62,INR
set_00853,pay_00853,799,15.98,2.88,780.14,INR
set_00854,pay_00854,4999,99.98,18.0,4881.02,INR
set_00855,pay_00855,2499,49.98,9.0,2440.02,INR
set_00856,pay_00856,4999,99.98,18.0,4881.02,INR
set_00857,pay_00857,999,19.98,3.6,975.42,INR
set_00858,pay_00858,2499,49.98,9.0,2440.02,INR
set_00859,pay_00859,2499,49.98,9.0,2440.02,INR
set_00860,pay_00860,1499,29.98,5.4,1463.62,INR
set_00861,pay_00861,1499,29.98,5.4,1463.62,INR
set_00862,pay_00862,1499,29.98,5.4,1463.62,INR
set_00863,pay_00863,4999,99.98,18.0,4881.02,INR
set_00864,pay_00864,2499,49.98,9.0,2440.02,INR
set_00865,pay_00865,999,19.98,3.6,975.42,INR
set_00866,pay_00866,999,19.98,3.6,975.42,INR
set_00867,pay_00867,799,15.98,2.88,780.14,INR
set_00868,pay_00868,499,9.98,1.8,487.22,INR
set_00869,pay_00869,999,19.98,3.6,975.42,INR
set_00870,pay_00870,1499,29.98,5.4,1463.62,INR
set_00871,pay_00871,799,15.98,2.88,780.14,INR
set_00872,pay_00872,1499,29.98,5.4,1463.62,INR
set_00873,pay_00873,2499,49.98,9.0,2440.02,INR
set_00874,pay_00874,2499,49.98,9.0,2440.02,INR
set_00875,pay_00875,4999,99.98,18.0,4881.02,INR
set_00876,pay_00876,1499,29.98,5.4,1463.62,INR
set_00877,pay_00877,999,19.98,3.6,975.42,INR
set_00878,pay_00878,499,9.98,1.8,487.22,INR
set_00879,pay_00879,1499,29.98,5.4,1463.62,INR
set_00880,pay_00880,999,19.98,3.6,975.42,INR
set_00881,pay_00881,799,15.98,2.88,780.14,INR
set_00882,pay_00882,1499,29.98,5.4,1463.62,INR
set_00883,pay_00883,799,15.98,2.88,780.14,INR
set_00884,pay_00884,999,19.98,3.6,975.42,INR
set_00885,pay_00885,999,19.98,3.6,975.42,INR
set_00886,pay_00886,999,19.98,3.6,975.42,INR
set_00887,pay_00887,999,19.98,3.6,975.42,INR
set_00888,pay_00888,2499,49.98,9.0,2440.02,INR
set_00889,pay_00889,4999,99.98,18.0,4881.02,INR
set_00890,pay_00890,999,19.98,3.6,975.42,INR
set_00891,pay_00891,2499,49.98,9.0,2440.02,INR
set_00892,pay_00892,499,9.98,1.8,487.22,INR
set_00893,pay_00893,2499,49.98,9.0,2440.02,INR
set_00894,pay_00894,799,15.98,2.88,780.14,INR
set_00895,pay_00895,499,9.98,1.8,487.22,INR
set_00896,pay_00896,799,15.98,2.88,780.14,INR
set_00897,pay_00897,4999,99.98,18.0,4881.02,INR
set_00898,pay_00898,1499,29.98,5.4,1463.62,INR
set_00899,pay_00899,1499,29.98,5.4,1463.62,INR
set_00900,pay_00900,2499,49.98,9.0,2440.02,INR
set_00901,pay_00901,799,15.98,2.88,780.14,INR
set_00902,pay_00902,4999,99.98,18.0,4881.02,INR
set_00903,pay_00903,1499,29.98,5.4,1463.62,INR
set_00904,pay_00904,4999,99.98,18.0,4881.02,INR
set_00905,pay_00905,4999,99.98,18.0,4881.02,INR
set_00906,pay_00906,1499,29.98,5.4,1463.62,INR
set_00907,pay_00907,1499,29.98,5.4,1463.62,INR
set_00908,pay_00908,499,9.98,1.8,487.22,INR
set_00909,pay_00909,499,9.98,1.8,487.22,INR
set_00910,pay_00910,999,19.98,3.6,975.42,INR
set_00911,pay_00911,799,15.98,2.88,780.14,INR
set_00912,pay_00912,1499,29.98,5.4,1463.62,INR
set_00913,pay_00913,4999,99.98,18.0,4881.02,INR
set_00914,pay_00914,799,15.98,2.88,780.14,INR
set_00915,pay_00915,999,19.98,3.6,975.42,INR
set_00916,pay_00916,4999,99.98,18.0,4881.02,INR
set_00917,pay_00917,2499,49.98,9.0,2440.02,INR
set_00918,pay_00918,999,19.98,3.6,975.42,INR
set_00919,pay_00919,1499,29.98,5.4,1463.62,INR
set_00920,pay_00920,2499,49.98,9.0,2440.02,INR
set_00921,pay_00921,2499,49.98,9.0,2440.02,INR
set_00922,pay_00922,999,19.98,3.6,975.42,INR
set_00923,pay_00923,1499,29.98,5.4,1463.62,INR
set_00924,pay_00924,4999,99.98,18.0,4881.02,INR
set_00925,pay_00925,2499,49.98,9.0,2440.02,INR
set_00926,pay_00926,999,19.98,3.6,975.42,INR
set_00927,pay_00927,999,19.98,3.6,975.42,INR
set_00928,pay_00928,4999,99.98,18.0,4881.02,INR
set_00929,pay_00929,1499,29.98,5.4,1463.62,INR
set_00930,pay_00930,999,19.98,3.6,975.42,INR
set_00931,pay_00931,999,19.98,3.6,975.42,INR
set_00932,pay_00932,999,19.98,3.6,975.42,INR
set_00933,pay_00933,799,15.98,2.88,780.14,INR
set_00934,pay_00934,499,9.98,1.8,487.22,INR
set_00935,pay_00935,4999,99.98,18.0,4881.02,INR
set_00936,pay_00936,799,15.98,2.88,780.14,INR
set_00937,pay_00937,999,19.98,3.6,975.42,INR
set_00938,pay_00938,499,9.98,1.8,487.22,INR
set_00939,pay_00939,4999,99.98,18.0,4881.02,INR
set_00940,pay_00940,2499,49.98,9.0,2440.02,INR
set_00941,pay_00941,4999,99.98,18.0,4881.02,INR
set_00942,pay_00942,799,15.98,2.88,780.14,INR
set_00943,pay_00943,799,15.98,2.88,780.14,INR
set_00944,pay_00944,799,15.98,2.88,780.14,INR
set_00945,pay_00945,4999,99.98,18.0,4881.02,INR
set_00946,pay_00946,1499,29.98,5.4,1463.62,INR
set_00947,pay_00947,999,19.98,3.6,975.42,INR
set_00948,pay_00948,4999,99.98,18.0,4881.02,INR
set_00949,pay_00949,2499,49.98,9.0,2440.02,INR
set_00950,pay_00950,2499,49.98,9.0,2440.02,INR
set_00951,pay_00951,2499,49.98,9.0,2440.02,INR
set_00952,pay_00952,999,19.98,3.6,975.42,INR
set_00953,pay_00953,499,9.98,1.8,487.22,INR
set_00954,pay_00954,799,15.98,2.88,780.14,INR
set_00955,pay_00955,999,19.98,3.6,975.42,INR
set_00956,pay_00956,799,15.98,2.88,780.14,INR
set_00957,pay_00957,999,19.98,3.6,975.42,INR
set_00958,pay_00958,799,15.98,2.88,780.14,INR
set_00959,pay_00959,999,19.98,3.6,975.42,INR
set_00960,pay_00960,499,9.98,1.8,487.22,INR
set_00961,pay_00961,4999,99.98,18.0,4881.02,INR
