payment_id,order_id,amount,currency,status,payment_ref
pay_00528,ord_00528,499,INR,captured,ord_00528
pay_00529,ord_00529,999,INR,captured,ord_00529
pay_00530,ord_00530,799,INR,captured,ord_00530
pay_00531,ord_00531,2499,INR,captured,ord_00531
pay_00532,ord_00532,999,INR,captured,ord_00532
pay_00533,ord_00533,499,INR,captured,ord_00533
pay_00534,ord_00534,499,INR,captured,ord_00534
pay_00535,ord_00535,2499,INR,captured,ord_00535
pay_00536,ord_00536,1499,INR,captured,ord_00536
pay_00537,ord_00537,999,INR,captured,ord_00537
pay_00538,ord_00538,4999,INR,captured,ord_00538
pay_00539,ord_00539,999,INR,captured,ord_00539
pay_00540,ord_00540,1499,INR,captured,ord_00540
pay_00541,ord_00541,2499,INR,captured,ord_00541
pay_00542,ord_00542,2499,INR,captured,ord_00542
pay_00543,ord_00543,499,INR,captured,ord_00543
pay_00544,ord_00544,1499,INR,captured,ord_00544
pay_00545,ord_00545,2499,INR,captured,ord_00545
pay_00546,ord_00546,799,INR,captured,ord_00546
pay_00547,ord_00547,999,INR,captured,ord_00547
pay_00548,ord_00548,499,INR,captured,ord_00548
pay_00549,ord_00549,4999,INR,captured,ord_00549
pay_00550,ord_00550,1499,INR,captured,ord_00550
pay_00551,ord_00551,499,INR,captured,ord_00551
pay_00552,ord_00552,2499,INR,captured,ord_00552
pay_00553,ord_00553,2499,INR,captured,ord_00553
pay_00554,ord_00554,4999,INR,captured,ord_00554
pay_00555,ord_00555,4999,INR,captured,ord_00555
pay_00556,ord_00556,4999,INR,captured,ord_00556
pay_00557,ord_00557,4999,INR,captured,ord_00557
pay_00558,ord_00558,4999,INR,captured,ord_00558
pay_00559,ord_00559,799,INR,captured,ord_00559
pay_00560,ord_00560,999,INR,captured,ord_00560
pay_00561,ord_00561,1499,INR,captured,ord_00561
pay_00562,ord_00562,499,INR,captured,ord_00562
pay_00563,ord_00563,4999,INR,captured,ord_00563
pay_00564,ord_00564,999,INR,captured,ord_00564
pay_00565,ord_00565,2499,INR,captured,ord_00565
pay_00566,ord_00566,999,INR,captured,ord_00566
pay_00567,ord_00567,4999,INR,captured,ord_00567
pay_00568,ord_00568,499,INR,captured,ord_00568
pay_00569,ord_00569,4999,INR,captured,ord_00569
pay_00570,ord_00570,999,INR,captured,ord_00570
pay_00571,ord_00571,2499,INR,captured,ord_00571
pay_00572,ord_00572,999,INR,captured,ord_00572
pay_00573,ord_00573,4999,INR,captured,ord_00573
pay_00574,ord_00574,1499,INR,captured,ord_00574
pay_00575,ord_00575,999,INR,captured,ord_00575
pay_00576,ord_00576,1499,INR,captured,ord_00576
pay_00577,ord_00577,4999,INR,captured,ord_00577
pay_00578,ord_00578,999,INR,captured,ord_00578
pay_00579,ord_00579,2499,INR,captured,ord_00579
pay_00580,ord_00580,799,INR,captured,ord_00580
pay_00581,ord_00581,799,INR,captured,ord_00581
pay_00582,ord_00582,1499,INR,captured,ord_00582
pay_00583,ord_00583,4999,INR,captured,ord_00583
pay_00584,ord_00584,1499,INR,captured,ord_00584
pay_00585,ord_00585,4999,INR,captured,ord_00585
pay_00586,ord_00586,4999,INR,captured,ord_00586
pay_00587,ord_00587,799,INR,captured,ord_00587
pay_00588,ord_00588,2499,INR,captured,ord_00588
pay_00589,ord_00589,2499,INR,captured,ord_00589
pay_00590,ord_00590,999,INR,captured,ord_00590
pay_00591,ord_00591,1499,INR,captured,ord_00591
pay_00592,ord_00592,2499,INR,captured,ord_00592
pay_00593,ord_00593,499,INR,captured,ord_00593
pay_00594,ord_00594,999,INR,captured,ord_00594
pay_00595,ord_00595,999,INR,captured,ord_00595
pay_00596,ord_00596,799,INR,captured,ord_00596
pay_00597,ord_00597,1499,INR,captured,ord_00597
pay_00598,ord_00598,2499,INR,captured,ord_00598
pay_00599,ord_00599,2499,INR,captured,ord_00599
pay_00600,ord_00600,4999,INR,captured,ord_00600
pay_00601,ord_00601,999,INR,captured,ord_00601
pay_00602,ord_00602,1499,INR,captured,ord_00602
pay_00603,ord_00603,1499,INR,captured,ord_00603
pay_00604,ord_00604,1499,INR,captured,ord_00604
pay_00605,ord_00605,4999,INR,captured,ord_00605
pay_00606,ord_00606,799,INR,captured,ord_00606
pay_00607,ord_00607,2499,INR,captured,ord_00607
pay_00608,ord_00608,1499,INR,captured,ord_00608
pay_00609,ord_00609,4999,INR,captured,ord_00609
pay_00610,ord_00610,799,INR,captured,ord_00610
pay_00611,ord_00611,4999,INR,captured,ord_00611
pay_00612,ord_00612,499,INR,captured,ord_00612
pay_00613,ord_00613,999,INR,captured,ord_00613
pay_00614,ord_00614,2499,INR,captured,ord_00614
pay_00615,ord_00615,4999,INR,captured,ord_00615
pay_00616,ord_00616,4999,INR,captured,ord_00616
pay_00617,ord_00617,2499,INR,captured,ord_00617
pay_00618,ord_00618,999,INR,captured,ord_00618
pay_00619,ord_00619,499,INR,captured,ord_00619
pay_00620,ord_00620,799,INR,captured,ord_00620
pay_00621,ord_00621,4999,INR,captured,ord_00621
pay_00622,ord_00622,999,INR,captured,ord_00622
pay_00623,ord_00623,799,INR,captured,ord_00623
pay_00624,ord_00624,799,INR,captured,ord_00624
pay_00625,ord_00625,799,INR,captured,ord_00625
pay_00626,ord_00626,499,INR,captured,ord_00626
pay_00627,ord_00627,499,INR,captured,ord_00627
pay_00628,ord_00628,799,INR,captured,ord_00628
pay_00629,ord_00629,1499,INR,captured,ord_00629
pay_00630,ord_00630,2499,INR,captured,ord_00630
pay_00631,ord_00631,499,INR,captured,ord_00631
pay_00632,ord_00632,1499,INR,captured,ord_00632
pay_00633,ord_00633,1499,INR,captured,ord_00633
pay_00634,ord_00634,4999,INR,captured,ord_00634
pay_00635,ord_00635,2499,INR,captured,ord_00635
pay_00636,ord_00636,799,INR,captured,ord_00636
pay_00637,ord_00637,4999,INR,captured,ord_00637
pay_00638,ord_00638,4999,INR,captured,ord_00638
pay_00639,ord_00639,1499,INR,captured,ord_00639
pay_00640,ord_00640,1499,INR,captured,ord_00640
pay_00641,ord_00641,1499,INR,captured,ord_00641
pay_00642,ord_00642,799,INR,captured,ord_00642
pay_00643,ord_00643,799,INR,captured,ord_00643
pay_00644,ord_00644,4999,INR,captured,ord_00644
pay_00645,ord_00645,4999,INR,captured,ord_00645
pay_00646,ord_00646,499,INR,captured,ord_00646
pay_00647,ord_00647,499,INR,captured,ord_00647
pay_00648,ord_00648,1499,INR,captured,ord_00648
pay_00649,ord_00649,799,INR,captured,ord_00649
pay_00650,ord_00650,799,INR,captured,ord_00650
pay_00651,ord_00651,4999,INR,captured,ord_00651
pay_00652,ord_00652,2499,INR,captured,ord_00652
pay_00653,ord_00653,1499,INR,captured,ord_00653
pay_00654,ord_00654,499,INR,captured,ord_00654
pay_00655,ord_00655,2499,INR,captured,ord_00655
pay_00656,ord_00656,799,INR,captured,ord_00656
pay_00657,ord_00657,499,INR,captured,ord_00657
pay_00658,ord_00658,1499,INR,captured,ord_00658
pay_00659,ord_00659,799,INR,captured,ord_00659
pay_00660,ord_00660,1499,INR,captured,ord_00660
pay_00661,ord_00661,4999,INR,captured,ord_00661
pay_00662,ord_00662,2499,INR,captured,ord_00662
pay_00663,ord_00663,2499,INR,captured,ord_00663
pay_00664,ord_00664,2499,INR,captured,ord_00664
pay_00665,ord_00665,999,INR,captured,ord_00665
pay_00666,ord_00666,1499,INR,captured,ord_00666
pay_00667,ord_00667,2499,INR,captured,ord_00667
pay_00668,ord_00668,4999,INR,captured,ord_00668
pay_00669,ord_00669,2499,INR,captured,ord_00669
pay_00670,ord_00670,1499,INR,captured,ord_00670
pay_00671,ord_00671,2499,INR,captured,ord_00671
pay_00672,ord_00672,1499,INR,captured,ord_00672
pay_00673,ord_00673,799,INR,captured,ord_00673
pay_00674,ord_00674,4999,INR,captured,ord_00674
pay_00675,ord_00675,1499,INR,captured,ord_00675
pay_00676,ord_00676,1499,INR,captured,ord_00676
pay_00677,ord_00677,999,INR,captured,ord_00677
pay_00678,ord_00678,799,INR,captured,ord_00678
pay_00679,ord_00679,4999,INR,captured,ord_00679
pay_00680,ord_00680,999,INR,captured,ord_00680
pay_00681,ord_00681,2499,INR,captured,ord_00681
pay_00682,ord_00682,1499,INR,captured,ord_00682
pay_00683,ord_00683,4999,INR,captured,ord_00683
pay_00684,ord_00684,799,INR,captured,ord_00684
pay_00685,ord_00685,999,INR,captured,ord_00685
pay_00686,ord_00686,1499,INR,captured,ord_00686
pay_00687,ord_00687,499,INR,captured,ord_00687
pay_00688,ord_00688,4999,INR,captured,ord_00688
pay_00689,ord_00689,999,INR,captured,ord_00689
pay_00690,ord_00690,799,INR,captured,ord_00690
pay_00691,ord_00691,999,INR,captured,ord_00691
pay_00692,ord_00692,999,INR,captured,ord_00692
pay_00693,ord_00693,999,INR,captured,ord_00693
pay_00694,ord_00694,2499,INR,captured,ord_00694
pay_00695,ord_00695,499,INR,captured,ord_00695
pay_00696,ord_00696,799,INR,captured,ord_00696
pay_00697,ord_00697,799,INR,captured,ord_00697
pay_00698,ord_00698,799,INR,captured,ord_00698
pay_00699,ord_00699,1499,INR,captured,ord_00699
pay_00700,ord_00700,4999,INR,captured,ord_00700
pay_00701,ord_00701,799,INR,captured,ord_00701
pay_00702,ord_00702,4999,INR,captured,ord_00702
pay_00703,ord_00703,799,INR,captured,ord_00703
pay_00704,ord_00704,499,INR,captured,ord_00704
pay_00705,ord_00705,1499,INR,captured,ord_00705
pay_00706,ord_00706,1499,INR,captured,ord_00706
pay_00707,ord_00707,999,INR,captured,ord_00707
pay_00708,ord_00708,2499,INR,captured,ord_00708
pay_00709,ord_00709,1499,INR,captured,ord_00709
pay_00710,ord_00710,1499,INR,captured,ord_00710
pay_00711,ord_00711,499,INR,captured,ord_00711
pay_00712,ord_00712,799,INR,captured,ord_00712
pay_00713,ord_00713,1499,INR,captured,ord_00713
pay_00714,ord_00714,1499,INR,captured,ord_00714
pay_00715,ord_00715,2499,INR,captured,ord_00715
pay_00716,ord_00716,4999,INR,captured,ord_00716
pay_00717,ord_00717,499,INR,captured,ord_00717
pay_00718,ord_00718,2499,INR,captured,ord_00718
pay_00719,ord_00719,1499,INR,captured,ord_00719
pay_00720,ord_00720,1499,INR,captured,ord_00720
pay_00721,ord_00721,499,INR,captured,ord_00721
pay_00722,ord_00722,999,INR,captured,ord_00722
pay_00723,ord_00723,999,INR,captured,ord_00723
pay_00724,ord_00724,1499,INR,captured,ord_00724
pay_00725,ord_00725,1499,INR,captured,ord_00725
pay_00726,ord_00726,2499,INR,captured,ord_00726
pay_00727,ord_00727,4999,INR,captured,ord_00727
pay_00728,ord_00728,4999,INR,captured,ord_00728
pay_00729,ord_00729,2499,INR,captured,ord_00729
pay_00730,ord_00730,2499,INR,captured,ord_00730
pay_00731,ord_00731,799,INR,captured,ord_00731
pay_00732,ord_00732,1499,INR,captured,ord_00732
pay_00733,ord_00733,799,INR,captured,ord_00733
pay_00734,ord_00734,999,INR,captured,ord_00734
pay_00735,ord_00735,1499,INR,captured,ord_00735
pay_00736,ord_00736,1499,INR,captured,ord_00736
pay_00737,ord_00737,499,INR,captured,ord_00737
pay_00738,ord_00738,1499,INR,captured,ord_00738
pay_00739,ord_00739,999,INR,captured,ord_00739
pay_00740,ord_00740,4999,INR,captured,ord_00740
pay_00741,ord_00741,4999,INR,captured,ord_00741
pay_00742,ord_00742,1499,INR,captured,ord_00742
pay_00743,ord_00743,4999,INR,captured,ord_00743
pay_00744,ord_00744,799,INR,captured,ord_00744
pay_00745,ord_00745,1499,INR,captured,ord_00745
pay_00746,ord_00746,799,INR,captured,ord_00746
pay_00747,ord_00747,2499,INR,captured,ord_00747
pay_00748,ord_00748,2499,INR,captured,ord_00748
pay_00749,ord_00749,499,INR,captured,ord_00749
pay_00750,ord_00750,1499,INR,captured,ord_00750
pay_00751,ord_00751,2499,INR,captured,ord_00751
pay_00752,ord_00752,2499,INR,captured,ord_00752
pay_00753,ord_00753,4999,INR,captured,ord_00753
pay_00754,ord_00754,499,INR,captured,ord_00754
pay_00755,ord_00755,499,INR,captured,ord_00755
pay_00756,ord_00756,4999,INR,captured,ord_00756
pay_00757,ord_00757,1499,INR,captured,ord_00757
pay_00758,ord_00758,799,INR,captured,ord_00758
pay_00759,ord_00759,1499,INR,captured,ord_00759
pay_00760,ord_00760,799,INR,captured,ord_00760
pay_00761,ord_00761,499,INR,captured,ord_00761
pay_00762,ord_00762,999,INR,captured,ord_00762
pay_00763,ord_00763,1499,INR,captured,ord_00763
pay_00764,ord_00764,999,INR,captured,ord_00764
pay_00765,ord_00765,799,INR,captured,ord_00765
pay_00766,ord_00766,1499,INR,captured,ord_00766
pay_00767,ord_00767,999,INR,captured,ord_00767
pay_00768,ord_00768,999,INR,captured,ord_00768
pay_00769,ord_00769,1499,INR,captured,ord_00769
pay_00770,ord_00770,999,INR,captured,ord_00770
pay_00771,ord_00771,1499,INR,captured,ord_00771
pay_00772,ord_00772,999,INR,captured,ord_00772
pay_00773,ord_00773,499,INR,captured,ord_00773
pay_00774,ord_00774,1499,INR,captured,ord_00774
pay_00775,ord_00775,499,INR,captured,ord_00775
pay_00776,ord_00776,4999,INR,captured,ord_00776
pay_00777,ord_00777,2499,INR,captured,ord_00777
pay_00778,ord_00778,499,INR,captured,ord_00778
pay_00779,ord_00779,999,INR,captured,ord_00779
pay_00780,ord_00780,799,INR,captured,ord_00780
pay_00781,ord_00781,4999,INR,captured,ord_00781
pay_00782,ord_00782,499,INR,captured,ord_00782
pay_00783,ord_00783,4999,INR,captured,ord_00783
pay_00784,ord_00784,499,INR,captured,ord_00784
pay_00785,ord_00785,499,INR,captured,ord_00785
pay_00786,ord_00786,799,INR,captured,ord_00786
pay_00787,ord_00787,799,INR,captured,ord_00787
pay_00788,ord_00788,499,INR,captured,ord_00788
pay_00789,ord_00789,2499,INR,captured,ord_00789
pay_00790,ord_00790,799,INR,captured,ord_00790
pay_00791,ord_00791,799,INR,captured,ord_00791
pay_00792,ord_00792,799,INR,captured,ord_00792
pay_00793,ord_00793,1499,INR,captured,ord_00793
pay_00794,ord_00794,4999,INR,captured,ord_00794
pay_00795,ord_00795,499,INR,captured,ord_00795
pay_00796,ord_00796,2499,INR,captured,ord_00796
pay_00797,ord_00797,799,INR,captured,ord_00797
pay_00798,ord_00798,1499,INR,captured,ord_00798
pay_00799,ord_00799,4999,INR,captured,ord_00799
pay_00800,ord_00800,999,INR,captured,ord_00800
pay_00801,ord_00801,999,INR,captured,ord_00801
pay_00802,ord_00802,799,INR,captured,ord_00802
pay_00803,ord_00803,2499,INR,captured,ord_00803
pay_00804,ord_00804,2499,INR,captured,ord_00804
pay_00805,ord_00805,4999,INR,captured,ord_00805
pay_00806,ord_00806,4999,INR,captured,ord_00806
pay_00807,ord_00807,499,INR,captured,ord_00807
pay_00808,ord_00808,799,INR,captured,ord_00808
pay_00809,ord_00809,999,INR,captured,ord_00809
pay_00810,ord_00810,499,INR,captured,ord_00810
pay_00811,ord_00811,2499,INR,captured,ord_00811
pay_00812,ord_00812,499,INR,captured,ord_00812
pay_00813,ord_00813,999,INR,captured,ord_00813
pay_00814,ord_00814,2499,INR,captured,ord_00814
pay_00815,ord_00815,4999,INR,captured,ord_00815
pay_00816,ord_00816,1499,INR,captured,ord_00816
pay_00817,ord_00817,1499,INR,captured,ord_00817
pay_00818,ord_00818,4999,INR,captured,ord_00818
pay_00819,ord_00819,799,INR,captured,ord_00819
pay_00820,ord_00820,499,INR,captured,ord_00820
pay_00821,ord_00821,2499,INR,captured,ord_00821
pay_00822,ord_00822,4999,INR,captured,ord_00822
pay_00823,ord_00823,4999,INR,captured,ord_00823
pay_00824,ord_00824,799,INR,captured,ord_00824
pay_00825,ord_00825,499,INR,captured,ord_00825
pay_00826,ord_00826,4999,INR,captured,ord_00826
pay_00827,ord_00827,999,INR,captured,ord_00827
pay_00828,ord_00828,4999,INR,captured,ord_00828
pay_00829,ord_00829,2499,INR,captured,ord_00829
pay_00830,ord_00830,499,INR,captured,ord_00830
pay_00831,ord_00831,2499,INR,captured,ord_00831
pay_00832,ord_00832,499,INR,captured,ord_00832
pay_00833,ord_00833,999,INR,captured,ord_00833
pay_00834,ord_00834,2499,INR,captured,ord_00834
pay_00835,ord_00835,1499,INR,captured,ord_00835
pay_00836,ord_00836,4999,INR,captured,ord_00836
pay_00837,ord_00837,999,INR,captured,ord_00837
pay_00838,ord_00838,499,INR,captured,ord_00838
pay_00839,ord_00839,2499,INR,captured,ord_00839
pay_00840,ord_00840,4999,INR,captured,ord_00840
pay_00841,ord_00841,999,INR,captured,ord_00841
pay_00842,ord_00842,499,INR,captured,ord_00842
pay_00843,ord_00843,1499,INR,captured,ord_00843
pay_00844,ord_00844,1499,INR,captured,ord_00844
pay_00845,ord_00845,499,INR,captured,ord_00845
pay_00846,ord_00846,1499,INR,captured,ord_00846
pay_00847,ord_00847,999,INR,captured,ord_00847
pay_00848,ord_00848,4999,INR,captured,ord_00848
pay_00849,ord_00849,1499,INR,captured,ord_00849
pay_00850,ord_00850,4999,INR,captured,ord_00850
pay_00851,ord_00851,799,INR,captured,ord_00851
pay_00852,ord_00852,1499,INR,captured,ord_00852
pay_00853,ord_00853,799,INR,captured,ord_00853
pay_00854,ord_00854,4999,INR,captured,ord_00854
pay_00855,ord_00855,2499,INR,captured,ord_00855
pay_00856,ord_00856,4999,INR,captured,ord_00856
pay_00857,ord_00857,999,INR,captured,ord_00857
pay_00858,ord_00858,2499,INR,captured,ord_00858
pay_00859,ord_00859,2499,INR,captured,ord_00859
pay_00860,ord_00860,1499,INR,captured,ord_00860
pay_00861,ord_00861,1499,INR,captured,ord_00861
pay_00862,ord_00862,1499,INR,captured,ord_00862
pay_00863,ord_00863,4999,INR,captured,ord_00863
pay_00864,ord_00864,2499,INR,captured,ord_00864
pay_00865,ord_00865,999,INR,captured,ord_00865
pay_00866,ord_00866,999,INR,captured,ord_00866
pay_00867,ord_00867,799,INR,captured,ord_00867
pay_00868,ord_00868,499,INR,captured,ord_00868
pay_00869,ord_00869,999,INR,captured,ord_00869
pay_00870,ord_00870,1499,INR,captured,ord_00870
pay_00871,ord_00871,799,INR,captured,ord_00871
pay_00872,ord_00872,1499,INR,captured,ord_00872
pay_00873,ord_00873,2499,INR,captured,ord_00873
pay_00874,ord_00874,2499,INR,captured,ord_00874
pay_00875,ord_00875,4999,INR,captured,ord_00875
pay_00876,ord_00876,1499,INR,captured,ord_00876
pay_00877,ord_00877,999,INR,captured,ord_00877
pay_00878,ord_00878,499,INR,captured,ord_00878
pay_00879,ord_00879,1499,INR,captured,ord_00879
pay_00880,ord_00880,999,INR,captured,ord_00880
pay_00881,ord_00881,799,INR,captured,ord_00881
pay_00882,ord_00882,1499,INR,captured,ord_00882
pay_00883,ord_00883,799,INR,captured,ord_00883
pay_00884,ord_00884,999,INR,captured,ord_00884
pay_00885,ord_00885,999,INR,captured,ord_00885
pay_00886,ord_00886,999,INR,captured,ord_00886
pay_00887,ord_00887,999,INR,captured,ord_00887
pay_00888,ord_00888,2499,INR,captured,ord_00888
pay_00889,ord_00889,4999,INR,captured,ord_00889
pay_00890,ord_00890,999,INR,captured,ord_00890
pay_00891,ord_00891,2499,INR,captured,ord_00891
pay_00892,ord_00892,499,INR,captured,ord_00892
pay_00893,ord_00893,2499,INR,captured,ord_00893
pay_00894,ord_00894,799,INR,captured,ord_00894
pay_00895,ord_00895,499,INR,captured,ord_00895
pay_00896,ord_00896,799,INR,captured,ord_00896
pay_00897,ord_00897,4999,INR,captured,ord_00897
pay_00898,ord_00898,1499,INR,captured,ord_00898
pay_00899,ord_00899,1499,INR,captured,ord_00899
pay_00900,ord_00900,2499,INR,captured,ord_00900
pay_00901,ord_00901,799,INR,captured,ord_00901
pay_00902,ord_00902,4999,INR,captured,ord_00902
pay_00903,ord_00903,1499,INR,captured,ord_00903
pay_00904,ord_00904,4999,INR,captured,ord_00904
pay_00905,ord_00905,4999,INR,captured,ord_00905
pay_00906,ord_00906,1499,INR,captured,ord_00906
pay_00907,ord_00907,1499,INR,captured,ord_00907
pay_00908,ord_00908,499,INR,captured,ord_00908
pay_00909,ord_00909,499,INR,captured,ord_00909
pay_00910,ord_00910,999,INR,captured,ord_00910
pay_00911,ord_00911,799,INR,captured,ord_00911
pay_00912,ord_00912,1499,INR,captured,ord_00912
pay_00913,ord_00913,4999,INR,captured,ord_00913
pay_00914,ord_00914,799,INR,captured,ord_00914
pay_00915,ord_00915,999,INR,captured,ord_00915
pay_00916,ord_00916,4999,INR,captured,ord_00916
pay_00917,ord_00917,2499,INR,captured,ord_00917
pay_00918,ord_00918,999,INR,captured,ord_00918
pay_00919,ord_00919,1499,INR,captured,ord_00919
pay_00920,ord_00920,2499,INR,captured,ord_00920
pay_00921,ord_00921,2499,INR,captured,ord_00921
pay_00922,ord_00922,999,INR,captured,ord_00922
pay_00923,ord_00923,1499,INR,captured,ord_00923
pay_00924,ord_00924,4999,INR,captured,ord_00924
pay_00925,ord_00925,2499,INR,captured,ord_00925
pay_00926,ord_00926,999,INR,captured,ord_00926
pay_00927,ord_00927,999,INR,captured,ord_00927
pay_00928,ord_00928,4999,INR,captured,ord_00928
pay_00929,ord_00929,1499,INR,captured,ord_00929
pay_00930,ord_00930,999,INR,captured,ord_00930
pay_00931,ord_00931,999,INR,captured,ord_00931
pay_00932,ord_00932,999,INR,captured,ord_00932
pay_00933,ord_00933,799,INR,captured,ord_00933
pay_00934,ord_00934,499,INR,captured,ord_00934
pay_00935,ord_00935,4999,INR,captured,ord_00935
pay_00936,ord_00936,799,INR,captured,ord_00936
pay_00937,ord_00937,999,INR,captured,ord_00937
pay_00938,ord_00938,499,INR,captured,ord_00938
pay_00939,ord_00939,4999,INR,captured,ord_00939
pay_00940,ord_00940,2499,INR,captured,ord_00940
pay_00941,ord_00941,4999,INR,captured,ord_00941
pay_00942,ord_00942,799,INR,captured,ord_00942
pay_00943,ord_00943,799,INR,captured,ord_00943
pay_00944,ord_00944,799,INR,captured,ord_00944
pay_00945,ord_00945,4999,INR,captured,ord_00945
pay_00946,ord_00946,1499,INR,captured,ord_00946
pay_00947,ord_00947,999,INR,captured,ord_00947
pay_00948,ord_00948,4999,INR,captured,ord_00948
pay_00949,ord_00949,2499,INR,captured,ord_00949
pay_00950,ord_00950,2499,INR,captured,ord_00950
pay_00951,ord_00951,2499,INR,captured,ord_00951
pay_00952,ord_00952,999,INR,captured,ord_00952
pay_00953,ord_00953,499,INR,captured,ord_00953
pay_00954,ord_00954,799,INR,captured,ord_00954
pay_00955,ord_00955,999,INR,captured,ord_00955
pay_00956,ord_00956,799,INR,captured,ord_00956
pay_00957,ord_00957,999,INR,captured,ord_00957
pay_00958,ord_00958,799,INR,captured,ord_00958
pay_00959,ord_00959,999,INR,captured,ord_00959
pay_00960,ord_00960,499,INR,captured,ord_00960
pay_00961,ord_00961,4999,INR,captured,ord_00961
pay_00962,ord_00962,2499,INR,captured,ord_00962
pay_00963,ord_00963,799,INR,captured,ord_00963
pay_00964,ord_00964,999,INR,captured,ord_00964
pay_00965,ord_00965,499,INR,captured,ord_00965
pay_00966,ord_00966,499,INR,captured,ord_00966
pay_00967,ord_00967,2499,INR,captured,ord_00967
pay_00968,ord_00968,999,INR,captured,ord_00968
pay_00969,ord_00969,4999,INR,captured,ord_00969
pay_00970,ord_00970,799,INR,captured,ord_00970
pay_00971,ord_00971,4999,INR,captured,ord_00971
pay_00972,ord_00972,1499,INR,captured,ord_00972
pay_00973,ord_00973,499,INR,captured,ord_00973
pay_00974,ord_00974,499,INR,captured,ord_00974
pay_00975,ord_00975,2499,INR,captured,ord_00975
pay_00976,ord_00976,999,INR,captured,ord_00976
pay_00977,ord_00977,1499,INR,captured,ord_00977
pay_00978,ord_00978,1499,INR,captured,ord_00978
pay_00979,ord_00979,1499,INR,captured,ord_00979
pay_00980,ord_00980,999,INR,captured,ord_00980
pay_00981,ord_00981,799,INR,captured,ord_00981
pay_00982,ord_00982,499,INR,captured,ord_00982
pay_00983,ord_00983,999,INR,captured,ord_00983
pay_00984,ord_00984,1499,INR,captured,ord_00984
pay_00985,ord_00985,499,INR,captured,ord_00985
pay_00986,ord_00986,499,INR,captured,ord_00986
pay_00987,ord_00987,1499,INR,captured,ord_00987
pay_00988,ord_00988,1499,INR,captured,ord_00988
pay_00989,ord_00989,499,INR,captured,ord_00989
pay_00990,ord_00990,2499,INR,captured,ord_00990
pay_00991,ord_00991,4999,INR,captured,ord_00991
pay_00992,ord_00992,4999,INR,captured,ord_00992
pay_00993,ord_00993,499,INR,captured,ord_00993
pay_00994,ord_00994,799,INR,captured,ord_00994
pay_00995,ord_00995,799,INR,captured,ord_00995
pay_00996,ord_00996,2499,INR,captured,ord_00996
pay_00997,ord_00997,999,INR,captured,ord_00997
pay_00998,ord_00998,499,INR,captured,ord_00998
pay_00999,ord_00999,799,INR,captured,ord_00999
pay_01000,ord_01000,499,INR,captured,ord_01000
