ledger_id,order_ref,amount,currency,status
led_00717,ord_00717,499,INR,paid
led_00718,ord_00718,2499,INR,paid
led_00719,ord_00719,1499,INR,paid
led_00720,ord_00720,1499,INR,paid
led_00721,ord_00721,499,INR,paid
led_00722,ord_00722,999,INR,paid
led_00723,ord_00723,999,INR,paid
led_00724,ord_00724,1499,INR,paid
led_00725,ord_00725,1499,INR,paid
led_00726,ord_00726,2499,INR,paid
led_00727,ord_00727,4999,INR,paid
led_00728,ord_00728,4999,INR,paid
led_00729,ord_00729,2499,INR,paid
led_00730,ord_00730,2499,INR,paid
led_00731,ord_00731,799,INR,paid
led_00732,ord_00732,1499,INR,paid
led_00733,ord_00733,799,INR,paid
led_00734,ord_00734,999,INR,paid
led_00735,ord_00735,1499,INR,paid
led_00736,ord_00736,1499,INR,paid
led_00737,ord_00737,499,INR,paid
led_00738,ord_00738,1499,INR,paid
led_00739,ord_00739,999,INR,paid
led_00740,ord_00740,4999,INR,paid
led_00741,ord_00741,4999,INR,paid
led_00742,ord_00742,1499,INR,paid
led_00743,ord_00743,4999,INR,paid
led_00744,ord_00744,799,INR,paid
led_00745,ord_00745,1499,INR,paid
led_00746,ord_00746,799,INR,paid
led_00747,ord_00747,2499,INR,paid
led_00748,ord_00748,2499,INR,paid
led_00749,ord_00749,499,INR,paid
led_00750,ord_00750,1499,INR,paid
led_00751,ord_00751,2499,INR,paid
led_00752,ord_00752,2499,INR,paid
led_00753,ord_00753,4999,INR,paid
led_00754,ord_00754,499,INR,paid
led_00755,ord_00755,499,INR,paid
led_00756,ord_00756,4999,INR,paid
led_00757,ord_00757,1499,INR,paid
led_00758,ord_00758,799,INR,paid
led_00759,ord_00759,1499,INR,paid
led_00760,ord_00760,799,INR,paid
led_00761,ord_00761,499,INR,paid
led_00762,ord_00762,999,INR,paid
led_00763,ord_00763,1499,INR,paid
led_00764,ord_00764,999,INR,paid
led_00765,ord_00765,799,INR,paid
led_00766,ord_00766,1499,INR,paid
led_00767,ord_00767,999,INR,paid
led_00768,ord_00768,999,INR,paid
led_00769,ord_00769,1499,INR,paid
led_00770,ord_00770,999,INR,paid
led_00771,ord_00771,1499,INR,paid
led_00772,ord_00772,999,INR,paid
led_00773,ord_00773,499,INR,paid
led_00774,ord_00774,1499,INR,paid
led_00775,ord_00775,499,INR,paid
led_00776,ord_00776,4999,INR,paid
led_00777,ord_00777,2499,INR,paid
led_00778,ord_00778,499,INR,paid
led_00779,ord_00779,999,INR,paid
led_00780,ord_00780,799,INR,paid
led_00781,ord_00781,4999,INR,paid
led_00782,ord_00782,499,INR,paid
led_00783,ord_00783,4999,INR,paid
led_00784,ord_00784,499,INR,paid
led_00785,ord_00785,499,INR,paid
led_00786,ord_00786,799,INR,paid
led_00787,ord_00787,799,INR,paid
led_00788,ord_00788,499,INR,paid
led_00789,ord_00789,2499,INR,paid
led_00790,ord_00790,799,INR,paid
led_00791,ord_00791,799,INR,paid
led_00792,ord_00792,799,INR,paid
led_00793,ord_00793,1499,INR,paid
led_00794,ord_00794,4999,INR,paid
led_00795,ord_00795,499,INR,paid
led_00796,ord_00796,2499,INR,paid
led_00797,ord_00797,799,INR,paid
led_00798,ord_00798,1499,INR,paid
led_00799,ord_00799,4999,INR,paid
led_00800,ord_00800,999,INR,paid
led_00801,ord_00801,999,INR,paid
led_00802,ord_00802,799,INR,paid
led_00803,ord_00803,2499,INR,paid
led_00804,ord_00804,2499,INR,paid
led_00805,ord_00805,4999,INR,paid
led_00806,ord_00806,4999,INR,paid
led_00807,ord_00807,499,INR,paid
led_00808,ord_00808,799,INR,paid
led_00809,ord_00809,999,INR,paid
led_00810,ord_00810,499,INR,paid
led_00811,ord_00811,2499,INR,paid
led_00812,ord_00812,499,INR,paid
led_00813,ord_00813,999,INR,paid
led_00814,ord_00814,2499,INR,paid
led_00815,ord_00815,4999,INR,paid
led_00816,ord_00816,1499,INR,paid
led_00817,ord_00817,1499,INR,paid
led_00818,ord_00818,4999,INR,paid
led_00819,ord_00819,799,INR,paid
led_00820,ord_00820,499,INR,paid
led_00821,ord_00821,2499,INR,paid
led_00822,ord_00822,4999,INR,paid
led_00823,ord_00823,4999,INR,paid
led_00824,ord_00824,799,INR,paid
led_00825,ord_00825,499,INR,paid
led_00826,ord_00826,4999,INR,paid
led_00827,ord_00827,999,INR,paid
led_00828,ord_00828,4999,INR,paid
led_00829,ord_00829,2499,INR,paid
led_00830,ord_00830,499,INR,paid
led_00831,ord_00831,2499,INR,paid
led_00832,ord_00832,499,INR,paid
led_00833,ord_00833,999,INR,paid
led_00834,ord_00834,2499,INR,paid
led_00835,ord_00835,1499,INR,paid
led_00836,ord_00836,4999,INR,paid
led_00837,ord_00837,999,INR,paid
led_00838,ord_00838,499,INR,paid
led_00839,ord_00839,2499,INR,paid
led_00840,ord_00840,4999,INR,paid
led_00841,ord_00841,999,INR,paid
led_00842,ord_00842,499,INR,paid
led_00843,ord_00843,1499,INR,paid
led_00844,ord_00844,1499,INR,paid
led_00845,ord_00845,499,INR,paid
led_00846,ord_00846,1499,INR,paid
led_00847,ord_00847,999,INR,paid
led_00848,ord_00848,4999,INR,paid
led_00849,ord_00849,1499,INR,paid
led_00850,ord_00850,4999,INR,paid
led_00851,ord_00851,799,INR,paid
led_00852,ord_00852,1499,INR,paid
led_00853,ord_00853,799,INR,paid
led_00854,ord_00854,4999,INR,paid
led_00855,ord_00855,2499,INR,paid
led_00856,ord_00856,4999,INR,paid
led_00857,ord_00857,999,INR,paid
led_00858,ord_00858,2499,INR,paid
led_00859,ord_00859,2499,INR,paid
led_00860,ord_00860,1499,INR,paid
led_00861,ord_00861,1499,INR,paid
led_00862,ord_00862,1499,INR,paid
led_00863,ord_00863,4999,INR,paid
led_00864,ord_00864,2499,INR,paid
led_00865,ord_00865,999,INR,paid
led_00866,ord_00866,999,INR,paid
led_00867,ord_00867,799,INR,paid
led_00868,ord_00868,499,INR,paid
led_00869,ord_00869,999,INR,paid
led_00870,ord_00870,1499,INR,paid
led_00871,ord_00871,799,INR,paid
led_00872,ord_00872,1499,INR,paid
led_00873,ord_00873,2499,INR,paid
led_00874,ord_00874,2499,INR,paid
led_00875,ord_00875,4999,INR,paid
led_00876,ord_00876,1499,INR,paid
led_00877,ord_00877,999,INR,paid
led_00878,ord_00878,499,INR,paid
led_00879,ord_00879,1499,INR,paid
led_00880,ord_00880,999,INR,paid
led_00881,ord_00881,799,INR,paid
led_00882,ord_00882,1499,INR,paid
led_00883,ord_00883,799,INR,paid
led_00884,ord_00884,999,INR,paid
led_00885,ord_00885,999,INR,paid
led_00886,ord_00886,999,INR,paid
led_00887,ord_00887,999,INR,paid
led_00888,ord_00888,2499,INR,paid
led_00889,ord_00889,4999,INR,paid
led_00890,ord_00890,999,INR,paid
led_00891,ord_00891,2499,INR,paid
led_00892,ord_00892,499,INR,paid
led_00893,ord_00893,2499,INR,paid
led_00894,ord_00894,799,INR,paid
led_00895,ord_00895,499,INR,paid
led_00896,ord_00896,799,INR,paid
led_00897,ord_00897,4999,INR,paid
led_00898,ord_00898,1499,INR,paid
led_00899,ord_00899,1499,INR,paid
led_00900,ord_00900,2499,INR,paid
led_00901,ord_00901,799,INR,paid
led_00902,ord_00902,4999,INR,paid
led_00903,ord_00903,1499,INR,paid
led_00904,ord_00904,4999,INR,paid
led_00905,ord_00905,4999,INR,paid
led_00906,ord_00906,1499,INR,paid
led_00907,ord_00907,1499,INR,paid
led_00908,ord_00908,499,INR,paid
led_00909,ord_00909,499,INR,paid
led_00910,ord_00910,999,INR,paid
led_00911,ord_00911,799,INR,paid
led_00912,ord_00912,1499,INR,paid
led_00913,ord_00913,4999,INR,paid
led_00914,ord_00914,799,INR,paid
led_00915,ord_00915,999,INR,paid
led_00916,ord_00916,4999,INR,paid
led_00917,ord_00917,2499,INR,paid
led_00918,ord_00918,999,INR,paid
led_00919,ord_00919,1499,INR,paid
led_00920,ord_00920,2499,INR,paid
led_00921,ord_00921,2499,INR,paid
led_00922,ord_00922,999,INR,paid
led_00923,ord_00923,1499,INR,paid
led_00924,ord_00924,4999,INR,paid
led_00925,ord_00925,2499,INR,paid
led_00926,ord_00926,999,INR,paid
led_00927,ord_00927,999,INR,paid
led_00928,ord_00928,4999,INR,paid
led_00929,ord_00929,1499,INR,paid
led_00930,ord_00930,999,INR,paid
led_00931,ord_00931,999,INR,paid
led_00932,ord_00932,999,INR,paid
led_00933,ord_00933,799,INR,paid
led_00934,ord_00934,499,INR,paid
led_00935,ord_00935,4999,INR,paid
led_00936,ord_00936,799,INR,paid
led_00937,ord_00937,999,INR,paid
led_00938,ord_00938,499,INR,paid
led_00939,ord_00939,4999,INR,paid
led_00940,ord_00940,2499,INR,paid
led_00941,ord_00941,4999,INR,paid
led_00942,ord_00942,799,INR,paid
led_00943,ord_00943,799,INR,paid
led_00944,ord_00944,799,INR,paid
led_00945,ord_00945,4999,INR,paid
led_00946,ord_00946,1499,INR,paid
led_00947,ord_00947,999,INR,paid
led_00948,ord_00948,4999,INR,paid
led_00949,ord_00949,2499,INR,paid
led_00950,ord_00950,2499,INR,paid
led_00951,ord_00951,2499,INR,paid
led_00952,ord_00952,999,INR,paid
led_00953,ord_00953,499,INR,paid
led_00954,ord_00954,799,INR,paid
led_00955,ord_00955,999,INR,paid
led_00956,ord_00956,799,INR,paid
led_00957,ord_00957,999,INR,paid
led_00958,ord_00958,799,INR,paid
led_00959,ord_00959,999,INR,paid
led_00960,ord_00960,499,INR,paid
led_00961,ord_00961,4999,INR,paid
led_00962,ord_00962,2499,INR,paid
led_00963,ord_00963,799,INR,paid
led_00964,ord_00964,999,INR,paid
led_00965,ord_00965,499,INR,paid
led_00966,ord_00966,499,INR,paid
led_00967,ord_00967,2499,INR,paid
led_00968,ord_00968,999,INR,paid
led_00969,ord_00969,4999,INR,paid
led_00970,ord_00970,799,INR,paid
led_00971,ord_00971,4999,INR,paid
led_00972,ord_00972,1499,INR,paid
led_00973,ord_00973,499,INR,paid
led_00974,ord_00974,499,INR,paid
led_00975,ord_00975,2499,INR,paid
led_00976,ord_00976,999,INR,paid
led_00977,ord_00977,1499,INR,paid
led_00978,ord_00978,1499,INR,paid
led_00979,ord_00979,1499,INR,paid
led_00980,ord_00980,999,INR,paid
led_00981,ord_00981,799,INR,paid
led_00982,ord_00982,499,INR,paid
led_00983,ord_00983,999,INR,paid
led_00984,ord_00984,1499,INR,paid
led_00985,ord_00985,499,INR,paid
led_00986,ord_00986,499,INR,paid
led_00987,ord_00987,1499,INR,paid
led_00988,ord_00988,1499,INR,paid
led_00989,ord_00989,499,INR,paid
led_00990,ord_00990,2499,INR,paid
led_00991,ord_00991,4999,INR,paid
led_00992,ord_00992,4999,INR,paid
led_00993,ord_00993,499,INR,paid
led_00994,ord_00994,799,INR,paid
led_00995,ord_00995,799,INR,paid
led_00996,ord_00996,2499,INR,paid
led_00997,ord_00997,999,INR,paid
led_00998,ord_00998,499,INR,paid
led_00999,ord_00999,799,INR,paid
led_01000,ord_01000,499,INR,paid
