transaction_id,settlement_id,payment_id,gross_amount,fee,tax,net_amount,currency,settlement_date
txn_00310,set_00310,pay_00310,14550.2,291.0,52.38,14206.82,INR,2026-08-04
txn_00311,set_00311,pay_00311,11298.37,225.97,40.67,11031.73,INR,2026-08-29
txn_00312,set_00312,pay_00312,16330.75,326.62,58.79,15945.34,INR,2026-08-17
txn_00313,set_00313,pay_00313,15164.65,303.29,54.59,14806.77,INR,2026-08-25
txn_00314,set_00314,pay_00314,3856.44,77.13,13.88,3765.43,INR,2026-08-05
txn_00315,set_00315,pay_00315,20293.07,405.86,73.05,19814.16,INR,2026-08-18
txn_00316,set_00316,pay_00316,24561.4,491.23,88.42,23981.75,INR,2026-08-06
txn_00317,set_00317,pay_00317,12663.27,253.27,45.59,12364.41,INR,2026-08-10
txn_00318,set_00318,pay_00318,1074.64,21.49,3.87,1049.28,INR,2026-08-22
txn_00319,set_00319,pay_00319,24775.55,495.51,89.19,24190.85,INR,2026-08-26
txn_00320,set_00320,pay_00320,13116.43,262.33,47.22,12806.88,INR,2026-08-10
txn_00321,set_00321,pay_00321,9161.06,183.22,32.98,8944.86,INR,2026-08-15
txn_00322,set_00322,pay_00322,9746.67,194.93,35.09,9516.65,INR,2026-08-18
txn_00323,set_00323,pay_00323,17004.55,340.09,61.22,16603.24,INR,2026-08-05
txn_00324,set_00324,pay_00324,19751.75,395.04,71.11,19285.6,INR,2026-09-01
txn_00325,set_00325,pay_00325,8432.77,168.66,30.36,8233.75,INR,2026-08-18
txn_00326,set_00326,pay_00326,2453.2,49.06,8.83,2395.31,INR,2026-08-20
txn_00327,set_00327,pay_00327,7175.26,143.51,25.83,7005.92,INR,2026-09-01
txn_00328,set_00328,pay_00328,15107.25,302.14,54.39,14750.72,INR,2026-08-09
txn_00329,set_00329,pay_00329,8400.71,168.01,30.24,8202.46,INR,2026-08-29
txn_00330,set_00330,pay_00330,16623.94,332.48,59.85,16231.61,INR,2026-08-18
txn_00331,set_00331,pay_00331,7824.77,156.5,28.17,7640.1,INR,2026-09-01
txn_00332,set_00332,pay_00332,17492.15,349.84,62.97,17079.34,INR,2026-08-20
txn_00333,set_00333,pay_00333,3310.9,66.22,11.92,3232.76,INR,2026-08-06
txn_00334,set_00334,pay_00334,7808.59,156.17,28.11,7624.31,INR,2026-08-20
txn_00335,set_00335,pay_00335,16122.98,322.46,58.04,15742.48,INR,2026-08-17
txn_00336,set_00336,pay_00336,20348.3,406.97,73.25,19868.08,INR,2026-08-26
txn_00337,set_00337,pay_00337,2426.98,48.54,8.74,2369.7,INR,2026-08-22
txn_00338,set_00338,pay_00338,12761.36,255.23,45.94,12460.19,INR,2026-08-03
txn_00339,set_00339,pay_00339,9128.68,182.57,32.86,8913.25,INR,2026-08-11
txn_00340,set_00340,pay_00340,23784.12,475.68,85.62,23222.82,INR,2026-08-18
txn_00341,set_00341,pay_00341,23696.94,473.94,85.31,23137.69,INR,2026-08-25
txn_00342,set_00342,pay_00342,4880.93,97.62,17.57,4765.74,INR,2026-08-09
txn_00343,set_00343,pay_00343,3958.13,79.16,14.25,3864.72,INR,2026-08-16
txn_00344,set_00344,pay_00344,21126.27,422.53,76.06,20627.68,INR,2026-08-07
txn_00345,set_00345,pay_00345,12741.47,254.83,45.87,12440.77,INR,2026-08-27
txn_00346,set_00346,pay_00346,20894.48,417.89,75.22,20401.37,INR,2026-08-26
txn_00347,set_00347,pay_00347,1039.91,20.8,3.74,1015.37,INR,2026-08-18
txn_00348,set_00348,pay_00348,21922.18,438.44,78.92,21404.82,INR,2026-08-31
txn_00349,set_00349,pay_00349,3363.12,67.26,12.11,3283.75,INR,2026-08-20
txn_00350,set_00350,pay_00350,4603.06,92.06,16.57,4494.43,INR,2026-08-31
txn_00351,set_00351,pay_00351,20245.19,404.9,72.88,19767.41,INR,2026-08-10
txn_00352,set_00352,pay_00352,18057.46,361.15,65.01,17631.3,INR,2026-08-04
txn_00353,set_00353,pay_00353,16941.44,338.83,60.99,16541.62,INR,2026-08-13
txn_00354,set_00354,pay_00354,15303.83,306.08,55.09,14942.66,INR,2026-08-23
txn_00355,set_00355,pay_00355,5926.67,118.53,21.34,5786.8,INR,2026-08-13
txn_00356,set_00356,pay_00356,7805.75,156.12,28.1,7621.53,INR,2026-08-24
txn_00357,set_00357,pay_00357,22608.96,452.18,81.39,22075.39,INR,2026-08-11
txn_00358,set_00358,pay_00358,9259.24,185.18,33.33,9040.73,INR,2026-08-28
txn_00359,set_00359,pay_00359,24612.55,492.25,88.6,24031.7,INR,2026-08-24
txn_00360,set_00360,pay_00360,19259.02,385.18,69.33,18804.51,INR,2026-08-20
txn_00361,set_00361,pay_00361,10524.65,210.49,37.89,10276.27,INR,2026-08-10
txn_00362,set_00362,pay_00362,20440.59,408.81,73.59,19958.19,INR,2026-08-30
txn_00363,set_00363,pay_00363,3546.12,70.92,12.77,3462.43,INR,2026-08-14
txn_00364,set_00364,pay_00364,1399.28,27.99,5.04,1366.25,INR,2026-08-24
txn_00365,set_00365,pay_00365,21865.51,437.31,78.72,21349.48,INR,2026-08-28
txn_00366,set_00366,pay_00366,23363.91,467.28,84.11,22812.52,INR,2026-08-26
txn_00367,set_00367,pay_00367,21294.03,425.88,76.66,20791.49,INR,2026-08-15
txn_00368,set_00368,pay_00368,2188.49,43.77,7.88,2136.84,INR,2026-08-10
txn_00369,set_00369,pay_00369,6892.5,137.85,24.81,6729.84,INR,2026-08-26
txn_00370,set_00370,pay_00370,3768.98,75.38,13.57,3680.03,INR,2026-08-22
txn_00371,set_00371,pay_00371,22771.57,455.43,81.98,22234.16,INR,2026-08-23
txn_00372,set_00372,pay_00372,22127.28,442.55,79.66,21605.07,INR,2026-08-04
txn_00373,set_00373,pay_00373,10430.93,208.62,37.55,10184.76,INR,2026-08-21
txn_00374,set_00374,pay_00374,12599.98,252.0,45.36,12302.62,INR,2026-08-13
txn_00375,set_00375,pay_00375,9715.54,194.31,34.98,9486.25,INR,2026-08-06
txn_00376,set_00376,pay_00376,9435.33,188.71,33.97,9212.65,INR,2026-08-04
txn_00377,set_00377,pay_00377,8035.25,160.71,28.93,7845.61,INR,2026-08-07
txn_00378,set_00378,pay_00378,20995.49,419.91,75.58,20500.0,INR,2026-09-01
txn_00379,set_00379,pay_00379,8448.73,168.97,30.41,8249.35,INR,2026-08-09
txn_00380,set_00380,pay_00380,3526.23,70.52,12.69,3443.02,INR,2026-08-16
txn_00381,set_00381,pay_00381,23043.16,460.86,82.95,22499.35,INR,2026-08-24
txn_00382,set_00382,pay_00382,17432.19,348.64,62.76,17020.79,INR,2026-08-09
txn_00383,set_00383,pay_00383,18995.14,379.9,68.38,18546.86,INR,2026-08-24
txn_00384,set_00384,pay_00384,11270.18,225.4,40.57,11004.21,INR,2026-08-03
txn_00385,set_00385,pay_00385,22655.85,453.12,81.56,22121.17,INR,2026-08-03
txn_00386,set_00386,pay_00386,6472.51,129.45,23.3,6319.76,INR,2026-08-09
txn_00387,set_00387,pay_00387,13765.23,275.3,49.55,13440.38,INR,2026-08-30
txn_00388,set_00388,pay_00388,13241.51,264.83,47.67,12929.01,INR,2026-08-08
txn_00389,set_00389,pay_00389,19426.7,388.53,69.94,18968.23,INR,2026-08-13
txn_00390,set_00390,pay_00390,7598.66,151.97,27.35,7419.34,INR,2026-08-05
txn_00391,set_00391,pay_00391,6037.14,120.74,21.73,5894.67,INR,2026-09-01
txn_00392,set_00392,pay_00392,19868.09,397.36,71.52,19399.21,INR,2026-08-23
txn_00393,set_00393,pay_00393,1663.9,33.28,5.99,1624.63,INR,2026-08-25
txn_00394,set_00394,pay_00394,14958.8,299.18,53.85,14605.77,INR,2026-08-03
txn_00395,set_00395,pay_00395,15835.68,316.71,57.01,15461.96,INR,2026-08-29
txn_00396,set_00396,pay_00396,6124.26,122.49,22.05,5979.72,INR,2026-08-09
txn_00397,set_00397,pay_00397,7352.67,147.05,26.47,7179.15,INR,2026-08-03
txn_00398,set_00398,pay_00398,15408.76,308.18,55.47,15045.11,INR,2026-08-13
txn_00399,set_00399,pay_00399,14309.53,286.19,51.51,13971.83,INR,2026-08-11
txn_00400,set_00400,pay_00400,16742.85,334.86,60.27,16347.72,INR,2026-08-06
txn_00401,set_00401,pay_00401,13134.77,262.7,47.29,12824.78,INR,2026-08-19
txn_00402,set_00402,pay_00402,1785.22,35.7,6.43,1743.09,INR,2026-08-26
txn_00403,set_00403,pay_00403,13647.64,272.95,49.13,13325.56,INR,2026-08-26
txn_00404,set_00404,pay_00404,13898.38,277.97,50.03,13570.38,INR,2026-08-20
txn_00405,set_00405,pay_00405,21945.95,438.92,79.01,21428.02,INR,2026-08-04
txn_00406,set_00406,pay_00406,15928.2,318.56,57.34,15552.3,INR,2026-08-19
txn_00407,set_00407,pay_00407,6415.89,128.32,23.1,6264.47,INR,2026-08-03
txn_00408,set_00408,pay_00408,8991.64,179.83,32.37,8779.44,INR,2026-08-06
txn_00409,set_00409,pay_00409,8685.58,173.71,31.27,8480.6,INR,2026-09-01
txn_00410,set_00410,pay_00410,15743.6,314.87,56.68,15372.05,INR,2026-08-29
txn_00411,set_00411,pay_00411,18406.16,368.12,66.26,17971.78,INR,2026-08-18
txn_00412,set_00412,pay_00412,3421.9,68.44,12.32,3341.14,INR,2026-08-19
txn_00413,set_00413,pay_00413,13695.74,273.91,49.3,13372.53,INR,2026-09-01
txn_00414,set_00414,pay_00414,4459.72,89.19,16.05,4354.48,INR,2026-08-24
txn_00415,set_00415,pay_00415,24522.4,490.45,88.28,23943.67,INR,2026-08-24
txn_00416,set_00416,pay_00416,15830.22,316.6,56.99,15456.63,INR,2026-08-09
txn_00417,set_00417,pay_00417,1671.2,33.42,6.02,1631.76,INR,2026-08-23
txn_00418,set_00418,pay_00418,1020.9,20.42,3.68,996.8,INR,2026-08-12
txn_00419,set_00419,pay_00419,1190.78,23.82,4.29,1162.67,INR,2026-08-12
txn_00420,set_00420,pay_00420,22156.18,443.12,79.76,21633.3,INR,2026-08-17
txn_00421,set_00421,pay_00421,23440.94,468.82,84.39,22887.73,INR,2026-08-26
txn_00422,set_00422,pay_00422,10015.78,200.32,36.06,9779.4,INR,2026-08-27
txn_00423,set_00423,pay_00423,11887.65,237.75,42.8,11607.1,INR,2026-08-04
txn_00424,set_00424,pay_00424,18856.94,377.14,67.89,18411.91,INR,2026-08-11
txn_00425,set_00425,pay_00425,7224.16,144.48,26.01,7053.67,INR,2026-08-05
txn_00426,set_00426,pay_00426,21658.38,433.17,77.97,21147.24,INR,2026-08-18
txn_00427,set_00427,pay_00427,6903.09,138.06,24.85,6740.18,INR,2026-08-19
txn_00428,set_00428,pay_00428,10980.09,219.6,39.53,10720.96,INR,2026-08-21
txn_00429,set_00429,pay_00429,22376.47,447.53,80.56,21848.38,INR,2026-08-20
txn_00430,set_00430,pay_00430,8542.01,170.84,30.75,8340.42,INR,2026-08-11
txn_00431,set_00431,pay_00431,12455.46,249.11,44.84,12161.51,INR,2026-08-25
txn_00432,set_00432,pay_00432,9246.94,184.94,33.29,9028.71,INR,2026-08-26
txn_00433,set_00433,pay_00433,6741.35,134.83,24.27,6582.25,INR,2026-08-06
txn_00434,set_00434,pay_00434,18204.32,364.09,65.54,17774.69,INR,2026-08-06
txn_00435,set_00435,pay_00435,10822.12,216.44,38.96,10566.72,INR,2026-08-11
txn_00436,set_00436,pay_00436,8098.16,161.96,29.15,7907.05,INR,2026-08-06
txn_00437,set_00437,pay_00437,8265.21,165.3,29.75,8070.16,INR,2026-08-16
txn_00438,set_00438,pay_00438,7731.75,154.63,27.83,7549.29,INR,2026-08-30
txn_00439,set_00439,pay_00439,17969.81,359.4,64.69,17545.72,INR,2026-08-10
txn_00440,set_00440,pay_00440,17275.14,345.5,62.19,16867.45,INR,2026-08-18
txn_00441,set_00441,pay_00441,11233.53,224.67,40.44,10968.42,INR,2026-08-19
txn_00442,set_00442,pay_00442,15409.8,308.2,55.48,15046.12,INR,2026-08-22
txn_00443,set_00443,pay_00443,6936.43,138.73,24.97,6772.73,INR,2026-08-05
txn_00444,set_00444,pay_00444,1968.53,39.37,7.09,1922.07,INR,2026-09-01
txn_00445,set_00445,pay_00445,12875.84,257.52,46.35,12571.97,INR,2026-08-10
txn_00446,set_00446,pay_00446,23824.46,476.49,85.77,23262.2,INR,2026-08-09
txn_00447,set_00447,pay_00447,21231.87,424.64,76.44,20730.79,INR,2026-08-22
txn_00448,set_00448,pay_00448,966.49,19.33,3.48,943.68,INR,2026-08-06
txn_00449,set_00449,pay_00449,5976.28,119.53,21.52,5835.23,INR,2026-09-01
txn_00450,set_00450,pay_00450,9221.58,184.43,33.2,9003.95,INR,2026-08-20
txn_00451,set_00451,pay_00451,906.39,18.13,3.26,885.0,INR,2026-08-09
txn_00452,set_00452,pay_00452,17008.65,340.17,61.23,16607.25,INR,2026-08-19
txn_00453,set_00453,pay_00453,9363.13,187.26,33.71,9142.16,INR,2026-08-06
txn_00454,set_00454,pay_00454,14390.65,287.81,51.81,14051.03,INR,2026-08-27
txn_00455,set_00455,pay_00455,9237.05,184.74,33.25,9019.06,INR,2026-08-17
txn_00456,set_00456,pay_00456,16274.06,325.48,58.59,15889.99,INR,2026-08-14
txn_00457,set_00457,pay_00457,24016.95,480.34,86.46,23450.15,INR,2026-08-04
txn_00458,set_00458,pay_00458,12526.19,250.52,45.09,12230.58,INR,2026-08-20
txn_00459,set_00459,pay_00459,22847.21,456.94,82.25,22308.02,INR,2026-08-08
txn_00460,set_00460,pay_00460,6618.24,132.36,23.82,6462.06,INR,2026-08-14
txn_00461,set_00461,pay_00461,17630.54,352.61,63.47,17214.46,INR,2026-08-12
txn_00462,set_00462,pay_00462,24909.49,498.19,89.67,24321.63,INR,2026-08-15
txn_00463,set_00463,pay_00463,17380.12,347.6,62.57,16969.95,INR,2026-08-25
txn_00464,set_00464,pay_00464,5084.44,101.69,18.3,4964.45,INR,2026-08-09
txn_00465,set_00465,pay_00465,21335.37,426.71,76.81,20831.85,INR,2026-08-23
txn_00466,set_00466,pay_00466,4399.14,87.98,15.84,4295.32,INR,2026-08-23
txn_00467,set_00467,pay_00467,24931.83,498.64,89.76,24343.43,INR,2026-08-17
txn_00468,set_00468,pay_00468,16729.21,334.58,60.22,16334.41,INR,2026-08-05
txn_00469,set_00469,pay_00469,7330.02,146.6,26.39,7157.03,INR,2026-08-16
txn_00470,set_00470,pay_00470,21298.92,425.98,76.68,20796.26,INR,2026-09-01
txn_00471,set_00471,pay_00471,4534.87,90.7,16.33,4427.84,INR,2026-08-19
txn_00472,set_00472,pay_00472,12768.02,255.36,45.96,12466.7,INR,2026-08-08
txn_00473,set_00473,pay_00473,24629.8,492.6,88.67,24048.53,INR,2026-08-09
txn_00474,set_00474,pay_00474,5994.73,119.89,21.58,5853.26,INR,2026-08-25
txn_00475,set_00475,pay_00475,754.47,15.09,2.72,736.66,INR,2026-08-28
txn_00476,set_00476,pay_00476,14349.71,286.99,51.66,14011.06,INR,2026-08-24
txn_00477,set_00477,pay_00477,13836.01,276.72,49.81,13509.48,INR,2026-08-30
txn_00478,set_00478,pay_00478,22117.74,442.35,79.62,21595.77,INR,2026-08-05
txn_00479,set_00479,pay_00479,7801.34,156.03,28.09,7617.22,INR,2026-08-24
txn_00480,set_00480,pay_00480,13189.82,263.8,47.48,12878.54,INR,2026-08-21
txn_00481,set_00481,pay_00481,20601.15,412.02,74.16,20114.97,INR,2026-08-06
txn_00482,set_00482,pay_00482,3220.64,64.41,11.59,3144.64,INR,2026-08-17
txn_00483,set_00483,pay_00483,16094.23,321.88,57.94,15714.41,INR,2026-08-23
txn_00484,set_00484,pay_00484,11699.25,233.99,42.12,11423.14,INR,2026-08-26
txn_00485,set_00485,pay_00485,8678.42,173.57,31.24,8473.61,INR,2026-08-28
txn_00486,set_00486,pay_00486,16030.87,320.62,57.71,15652.54,INR,2026-08-11
txn_00487,set_00487,pay_00487,19217.76,384.36,69.18,18764.22,INR,2026-08-08
txn_00488,set_00488,pay_00488,11372.2,227.44,40.94,11103.82,INR,2026-08-05
txn_00489,set_00489,pay_00489,20801.63,416.03,74.89,20310.71,INR,2026-08-26
txn_00490,set_00490,pay_00490,3910.09,78.2,14.08,3817.81,INR,2026-08-10
txn_00491,set_00491,pay_00491,4132.98,82.66,14.88,4035.44,INR,2026-08-13
txn_00492,set_00492,pay_00492,23528.51,470.57,84.7,22973.24,INR,2026-08-15
txn_00493,set_00493,pay_00493,21163.75,423.28,76.19,20664.28,INR,2026-08-14
txn_00494,set_00494,pay_00494,4987.92,99.76,17.96,4870.2,INR,2026-08-28
txn_00495,set_00495,pay_00495,6933.83,138.68,24.96,6770.19,INR,2026-08-31
txn_00496,set_00496,pay_00496,7640.33,152.81,27.51,7460.01,INR,2026-08-27
txn_00497,set_00497,pay_00497,2426.37,48.53,8.74,2369.1,INR,2026-09-01
txn_00498,set_00498,pay_00498,4299.03,85.98,15.48,4197.57,INR,2026-08-29
txn_00499,set_00499,pay_00499,3939.44,78.79,14.18,3846.47,INR,2026-09-01
txn_00500,set_00500,pay_00500,15649.53,312.99,56.34,15280.2,INR,2026-08-30
txn_00501,set_00501,pay_00501,8506.73,170.13,30.62,8305.98,INR,2026-08-28
txn_00502,set_00502,pay_00502,1125.74,22.51,4.05,1099.18,INR,2026-08-04
txn_00503,set_00503,pay_00503,23718.82,474.38,85.39,23159.05,INR,2026-08-29
txn_00504,set_00504,pay_00504,6689.93,133.8,24.08,6532.05,INR,2026-08-12
txn_00505,set_00505,pay_00505,19197.28,383.95,69.11,18744.22,INR,2026-08-21
txn_00506,set_00506,pay_00506,15490.9,309.82,55.77,15125.31,INR,2026-08-04
txn_00507,set_00507,pay_00507,12501.15,250.02,45.0,12206.13,INR,2026-08-31
txn_00508,set_00508,pay_00508,16083.49,321.67,57.9,15703.92,INR,2026-08-16
txn_00509,set_00509,pay_00509,12125.33,242.51,43.65,11839.17,INR,2026-08-21
txn_00510,set_00510,pay_00510,7506.1,150.12,27.02,7328.96,INR,2026-08-06
txn_00511,set_00511,pay_00511,17246.48,344.93,62.09,16839.46,INR,2026-08-10
txn_00512,set_00512,pay_00512,11046.18,220.92,39.77,10785.49,INR,2026-08-25
txn_00513,set_00513,pay_00513,11664.61,233.29,41.99,11389.33,INR,2026-08-18
txn_00514,set_00514,pay_00514,15205.84,304.12,54.74,14846.98,INR,2026-08-17
txn_00515,set_00515,pay_00515,21550.98,431.02,77.58,21042.38,INR,2026-08-17
txn_00516,set_00516,pay_00516,18381.57,367.63,66.17,17947.77,INR,2026-08-18
txn_00517,set_00517,pay_00517,24386.82,487.74,87.79,23811.29,INR,2026-08-08
txn_00518,set_00518,pay_00518,19040.56,380.81,68.55,18591.2,INR,2026-08-26
txn_00519,set_00519,pay_00519,14085.12,281.7,50.71,13752.71,INR,2026-08-17
txn_00520,set_00520,pay_00520,6119.27,122.39,22.03,5974.85,INR,2026-08-08
txn_00521,set_00521,pay_00521,6760.04,135.2,24.34,6600.5,INR,2026-08-14
txn_00522,set_00522,pay_00522,3607.85,72.16,12.99,3522.7,INR,2026-08-05
txn_00523,set_00523,pay_00523,7326.28,146.53,26.38,7153.37,INR,2026-08-20
txn_00524,set_00524,pay_00524,21617.68,432.35,77.82,21107.51,INR,2026-08-22
txn_00525,set_00525,pay_00525,6281.93,125.64,22.62,6133.67,INR,2026-08-10
txn_00526,set_00526,pay_00526,20355.6,407.11,73.28,19875.21,INR,2026-08-29
txn_00527,set_00527,pay_00527,18556.1,371.12,66.8,18118.18,INR,2026-08-11
txn_00528,set_00528,pay_00528,19101.72,382.03,68.77,18650.92,INR,2026-08-25
txn_00529,set_00529,pay_00529,24899.64,497.99,89.64,24312.01,INR,2026-08-24
txn_00530,set_00530,pay_00530,12519.12,250.38,45.07,12223.67,INR,2026-08-17
txn_00531,set_00531,pay_00531,12484.52,249.69,44.94,12189.89,INR,2026-08-07
txn_00532,set_00532,pay_00532,23636.3,472.73,85.09,23078.48,INR,2026-08-26
txn_00533,set_00533,pay_00533,11485.04,229.7,41.35,11213.99,INR,2026-08-13
txn_00534,set_00534,pay_00534,8887.09,177.74,31.99,8677.36,INR,2026-08-05
txn_00535,set_00535,pay_00535,14978.22,299.56,53.92,14624.74,INR,2026-09-01
txn_00536,set_00536,pay_00536,16845.76,336.92,60.65,16448.19,INR,2026-08-16
txn_00537,set_00537,pay_00537,13463.6,269.27,48.47,13145.86,INR,2026-08-07
txn_00538,set_00538,pay_00538,22073.15,441.46,79.46,21552.23,INR,2026-08-19
txn_00539,set_00539,pay_00539,19120.03,382.4,68.83,18668.8,INR,2026-08-19
txn_00540,set_00540,pay_00540,1226.54,24.53,4.42,1197.59,INR,2026-08-05
txn_00541,set_00541,pay_00541,14300.01,286.0,51.48,13962.53,INR,2026-08-11
txn_00542,set_00542,pay_00542,9126.84,182.54,32.86,8911.44,INR,2026-08-16
txn_00543,set_00543,pay_00543,1930.94,38.62,6.95,1885.37,INR,2026-08-25
txn_00544,set_00544,pay_00544,11313.82,226.28,40.73,11046.81,INR,2026-08-28
txn_00545,set_00545,pay_00545,7065.04,141.3,25.43,6898.31,INR,2026-08-31
txn_00546,set_00546,pay_00546,17041.93,340.84,61.35,16639.74,INR,2026-08-08
txn_00547,set_00547,pay_00547,3303.72,66.07,11.89,3225.76,INR,2026-08-07
txn_00548,set_00548,pay_00548,9908.2,198.16,35.67,9674.37,INR,2026-08-18
txn_00549,set_00549,pay_00549,13990.01,279.8,50.36,13659.85,INR,2026-08-19
txn_00550,set_00550,pay_00550,5056.54,101.13,18.2,4937.21,INR,2026-08-26
txn_00551,set_00551,pay_00551,10094.54,201.89,36.34,9856.31,INR,2026-08-04
txn_00552,set_00552,pay_00552,1228.05,24.56,4.42,1199.07,INR,2026-08-09
txn_00553,set_00553,pay_00553,17868.44,357.37,64.33,17446.74,INR,2026-08-24
txn_00554,set_00554,pay_00554,13031.38,260.63,46.91,12723.84,INR,2026-08-09
txn_00555,set_00555,pay_00555,15195.89,303.92,54.71,14837.26,INR,2026-08-26
txn_00556,set_00556,pay_00556,3580.55,71.61,12.89,3496.05,INR,2026-08-30
txn_00557,set_00557,pay_00557,8031.4,160.63,28.91,7841.86,INR,2026-08-20
txn_00558,set_00558,pay_00558,24766.33,495.33,89.16,24181.84,INR,2026-08-16
txn_00559,set_00559,pay_00559,14883.74,297.67,53.58,14532.49,INR,2026-08-26
txn_00560,set_00560,pay_00560,20724.41,414.49,74.61,20235.31,INR,2026-08-27
txn_00561,set_00561,pay_00561,12297.18,245.94,44.27,12006.97,INR,2026-08-28
txn_00562,set_00562,pay_00562,20412.15,408.24,73.48,19930.43,INR,2026-08-19
txn_00563,set_00563,pay_00563,8347.87,166.96,30.05,8150.86,INR,2026-08-07
txn_00564,set_00564,pay_00564,24499.46,489.99,88.2,23921.27,INR,2026-08-29
txn_00565,set_00565,pay_00565,7761.18,155.22,27.94,7578.02,INR,2026-08-31
txn_00566,set_00566,pay_00566,863.51,17.27,3.11,843.13,INR,2026-08-24
txn_00567,set_00567,pay_00567,6711.71,134.23,24.16,6553.32,INR,2026-09-01
txn_00568,set_00568,pay_00568,19594.31,391.89,70.54,19131.88,INR,2026-08-29
txn_00569,set_00569,pay_00569,14483.1,289.66,52.14,14141.3,INR,2026-08-05
txn_00570,set_00570,pay_00570,14629.73,292.59,52.67,14284.47,INR,2026-08-10
txn_00571,set_00571,pay_00571,13153.39,263.07,47.35,12842.97,INR,2026-08-31
txn_00572,set_00572,pay_00572,19387.69,387.75,69.8,18930.14,INR,2026-08-20
txn_00573,set_00573,pay_00573,3779.62,75.59,13.61,3690.42,INR,2026-08-14
txn_00574,set_00574,pay_00574,886.11,17.72,3.19,865.2,INR,2026-08-08
txn_00575,set_00575,pay_00575,4850.53,97.01,17.46,4736.06,INR,2026-08-23
txn_00576,set_00576,pay_00576,7910.94,158.22,28.48,7724.24,INR,2026-08-09
txn_00577,set_00577,pay_00577,10382.71,207.65,37.38,10137.68,INR,2026-08-12
txn_00578,set_00578,pay_00578,10318.4,206.37,37.15,10074.88,INR,2026-08-30
txn_00579,set_00579,pay_00579,23020.97,460.42,82.88,22477.67,INR,2026-08-05
txn_00580,set_00580,pay_00580,17673.8,353.48,63.63,17256.69,INR,2026-08-26
txn_00581,set_00581,pay_00581,5362.81,107.26,19.31,5236.24,INR,2026-08-17
txn_00582,set_00582,pay_00582,24953.26,499.07,89.83,24364.36,INR,2026-08-24
txn_00583,set_00583,pay_00583,13184.38,263.69,47.46,12873.23,INR,2026-08-17
txn_00584,set_00584,pay_00584,23921.47,478.43,86.12,23356.92,INR,2026-08-23
txn_00585,set_00585,pay_00585,22811.89,456.24,82.12,22273.53,INR,2026-08-18
txn_00586,set_00586,pay_00586,13702.2,274.04,49.33,13378.83,INR,2026-09-01
txn_00587,set_00587,pay_00587,6682.62,133.65,24.06,6524.91,INR,2026-08-25
txn_00588,set_00588,pay_00588,4887.38,97.75,17.59,4772.04,INR,2026-08-14
txn_00589,set_00589,pay_00589,7047.26,140.95,25.37,6880.94,INR,2026-08-16
txn_00590,set_00590,pay_00590,5699.19,113.98,20.52,5564.69,INR,2026-08-16
txn_00591,set_00591,pay_00591,19302.24,386.04,69.49,18846.71,INR,2026-08-12
txn_00592,set_00592,pay_00592,17286.97,345.74,62.23,16879.0,INR,2026-08-25
txn_00593,set_00593,pay_00593,7994.31,159.89,28.78,7805.64,INR,2026-08-18
txn_00594,set_00594,pay_00594,23368.69,467.37,84.13,22817.19,INR,2026-08-15
txn_00595,set_00595,pay_00595,7265.96,145.32,26.16,7094.48,INR,2026-08-29
txn_00596,set_00596,pay_00596,16947.89,338.96,61.01,16547.92,INR,2026-08-20
txn_00597,set_00597,pay_00597,9923.86,198.48,35.73,9689.65,INR,2026-08-18
txn_00598,set_00598,pay_00598,23869.76,477.4,85.93,23306.43,INR,2026-08-09
txn_00599,set_00599,pay_00599,7332.27,146.65,26.4,7159.22,INR,2026-08-16
txn_00600,set_00600,pay_00600,23887.31,477.75,85.99,23323.57,INR,2026-08-06
txn_00601,set_00601,pay_00601,8724.45,174.49,31.41,8518.55,INR,2026-08-23
txn_00602,set_00602,pay_00602,16433.7,328.67,59.16,16045.87,INR,2026-08-24
txn_00603,set_00603,pay_00603,5428.27,108.57,19.54,5300.16,INR,2026-08-27
txn_00604,set_00604,pay_00604,6851.2,137.02,24.66,6689.52,INR,2026-08-28
txn_00605,set_00605,pay_00605,17434.67,348.69,62.76,17023.22,INR,2026-08-09
txn_00606,set_00606,pay_00606,2819.74,56.39,10.15,2753.2,INR,2026-08-29
txn_00607,set_00607,pay_00607,6058.12,121.16,21.81,5915.15,INR,2026-08-05
txn_00608,set_00608,pay_00608,16778.87,335.58,60.4,16382.89,INR,2026-08-27
txn_00609,set_00609,pay_00609,5719.22,114.38,20.59,5584.25,INR,2026-08-13
txn_00610,set_00610,pay_00610,1407.03,28.14,5.07,1373.82,INR,2026-08-21
txn_00611,set_00611,pay_00611,8324.31,166.49,29.97,8127.85,INR,2026-08-24
txn_00612,set_00612,pay_00612,2603.57,52.07,9.37,2542.13,INR,2026-08-09
txn_00613,set_00613,pay_00613,229.02,4.58,0.82,223.62,INR,2026-08-28
txn_00614,set_00614,pay_00614,24449.98,489.0,88.02,23872.96,INR,2026-08-10
txn_00615,set_00615,pay_00615,10232.0,204.64,36.84,9990.52,INR,2026-08-24
txn_00616,set_00616,pay_00616,11988.47,239.77,43.16,11705.54,INR,2026-08-12
txn_00617,set_00617,pay_00617,18922.19,378.44,68.12,18475.63,INR,2026-08-16
txn_00618,set_00618,pay_00618,8097.08,161.94,29.15,7905.99,INR,2026-09-01
txn_00619,set_00619,pay_00619,1573.15,31.46,5.66,1536.03,INR,2026-08-07
